sentences,mask_type,pred_pos,scale_type
It wasn't completely dry. It was completely [MASK].,predicate,adj,abs
It wasn't completely [MASK]. It was totally wet.,predicate,adj,abs
It wasn't completely dry. It was totally [MASK].,predicate,adj,abs
It wasn't completely [MASK]. It was wet.,predicate,adj,abs
It wasn't completely dry. It was [MASK].,predicate,adj,abs
It wasn't totally dry. It was kinda [MASK].,predicate,adj,abs
It wasn't totally dry. It was sorta [MASK].,predicate,adj,abs
It wasn't totally dry. It was slightly [MASK].,predicate,adj,abs
It wasn't totally dry. It was partially [MASK].,predicate,adj,abs
It wasn't totally [MASK]. It was extremely wet.,predicate,adj,abs
It wasn't totally dry. It was extremely [MASK].,predicate,adj,abs
It wasn't totally [MASK]. It was ridiculously wet.,predicate,adj,abs
It wasn't totally dry. It was ridiculously [MASK].,predicate,adj,abs
It wasn't totally [MASK]. It was completely wet.,predicate,adj,abs
It wasn't totally dry. It was completely [MASK].,predicate,adj,abs
It wasn't totally [MASK]. It was totally wet.,predicate,adj,abs
It wasn't totally dry. It was totally [MASK].,predicate,adj,abs
It wasn't totally [MASK]. It was wet.,predicate,adj,abs
It wasn't totally dry. It was [MASK].,predicate,adj,abs
It wasn't [MASK]. It was kinda wet.,predicate,adj,abs
It wasn't dry. It was kinda [MASK].,predicate,adj,abs
It wasn't [MASK]. It was sorta wet.,predicate,adj,abs
It wasn't dry. It was sorta [MASK].,predicate,adj,abs
It wasn't [MASK]. It was slightly wet.,predicate,adj,abs
It wasn't dry. It was slightly [MASK].,predicate,adj,abs
It wasn't [MASK]. It was partially wet.,predicate,adj,abs
It wasn't dry. It was partially [MASK].,predicate,adj,abs
It wasn't [MASK]. It was extremely wet.,predicate,adj,abs
It wasn't dry. It was extremely [MASK].,predicate,adj,abs
It wasn't [MASK]. It was ridiculously wet.,predicate,adj,abs
It wasn't dry. It was ridiculously [MASK].,predicate,adj,abs
It wasn't [MASK]. It was completely wet.,predicate,adj,abs
It wasn't dry. It was completely [MASK].,predicate,adj,abs
It wasn't [MASK]. It was totally wet.,predicate,adj,abs
It wasn't dry. It was totally [MASK].,predicate,adj,abs
It wasn't [MASK]. It was wet.,predicate,adj,abs
It wasn't dry. It was [MASK].,predicate,adj,abs
It was kinda [MASK]. It was not extremely dry.,predicate,adj,abs
It was kinda [MASK]. It was not ridiculously dry.,predicate,adj,abs
It was kinda [MASK]. It was not completely dry.,predicate,adj,abs
It was kinda [MASK]. It was not totally dry.,predicate,adj,abs
It was kinda [MASK]. It was not dry.,predicate,adj,abs
It was kinda wet. It was not [MASK].,predicate,adj,abs
It was kinda [MASK]. It wasn't extremely dry.,predicate,adj,abs
It was kinda [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It was kinda [MASK]. It wasn't completely dry.,predicate,adj,abs
It was kinda [MASK]. It wasn't totally dry.,predicate,adj,abs
It was kinda [MASK]. It wasn't dry.,predicate,adj,abs
It was kinda wet. It wasn't [MASK].,predicate,adj,abs
It was sorta [MASK]. It was not extremely dry.,predicate,adj,abs
It was sorta [MASK]. It was not ridiculously dry.,predicate,adj,abs
It was sorta [MASK]. It was not completely dry.,predicate,adj,abs
It was sorta [MASK]. It was not totally dry.,predicate,adj,abs
It was sorta [MASK]. It was not dry.,predicate,adj,abs
It was sorta wet. It was not [MASK].,predicate,adj,abs
It was sorta [MASK]. It wasn't extremely dry.,predicate,adj,abs
It was sorta [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It was sorta [MASK]. It wasn't completely dry.,predicate,adj,abs
It was sorta [MASK]. It wasn't totally dry.,predicate,adj,abs
It was sorta [MASK]. It wasn't dry.,predicate,adj,abs
It was sorta wet. It wasn't [MASK].,predicate,adj,abs
It was slightly [MASK]. It was not extremely dry.,predicate,adj,abs
It was slightly [MASK]. It was not ridiculously dry.,predicate,adj,abs
It was slightly [MASK]. It was not completely dry.,predicate,adj,abs
It was slightly [MASK]. It was not totally dry.,predicate,adj,abs
It was slightly [MASK]. It was not dry.,predicate,adj,abs
It was slightly wet. It was not [MASK].,predicate,adj,abs
It was slightly [MASK]. It wasn't extremely dry.,predicate,adj,abs
It was slightly [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It was slightly [MASK]. It wasn't completely dry.,predicate,adj,abs
It was slightly [MASK]. It wasn't totally dry.,predicate,adj,abs
It was slightly [MASK]. It wasn't dry.,predicate,adj,abs
It was slightly wet. It wasn't [MASK].,predicate,adj,abs
It was partially [MASK]. It was not extremely dry.,predicate,adj,abs
It was partially [MASK]. It was not ridiculously dry.,predicate,adj,abs
It was partially [MASK]. It was not completely dry.,predicate,adj,abs
It was partially [MASK]. It was not totally dry.,predicate,adj,abs
It was partially [MASK]. It was not dry.,predicate,adj,abs
It was partially wet. It was not [MASK].,predicate,adj,abs
It was partially [MASK]. It wasn't extremely dry.,predicate,adj,abs
It was partially [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It was partially [MASK]. It wasn't completely dry.,predicate,adj,abs
It was partially [MASK]. It wasn't totally dry.,predicate,adj,abs
It was partially [MASK]. It wasn't dry.,predicate,adj,abs
It was partially wet. It wasn't [MASK].,predicate,adj,abs
It was extremely [MASK]. It was not extremely dry.,predicate,adj,abs
It was extremely wet. It was not extremely [MASK].,predicate,adj,abs
It was extremely [MASK]. It was not ridiculously dry.,predicate,adj,abs
It was extremely wet. It was not ridiculously [MASK].,predicate,adj,abs
It was extremely [MASK]. It was not completely dry.,predicate,adj,abs
It was extremely wet. It was not completely [MASK].,predicate,adj,abs
It was extremely [MASK]. It was not totally dry.,predicate,adj,abs
It was extremely wet. It was not totally [MASK].,predicate,adj,abs
It was extremely [MASK]. It was not dry.,predicate,adj,abs
It was extremely wet. It was not [MASK].,predicate,adj,abs
It was extremely [MASK]. It wasn't extremely dry.,predicate,adj,abs
It was extremely wet. It wasn't extremely [MASK].,predicate,adj,abs
It was extremely [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It was extremely wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It was extremely [MASK]. It wasn't completely dry.,predicate,adj,abs
It was extremely wet. It wasn't completely [MASK].,predicate,adj,abs
It was extremely [MASK]. It wasn't totally dry.,predicate,adj,abs
It was extremely wet. It wasn't totally [MASK].,predicate,adj,abs
It was extremely [MASK]. It wasn't dry.,predicate,adj,abs
It was extremely wet. It wasn't [MASK].,predicate,adj,abs
It was ridiculously [MASK]. It was not extremely dry.,predicate,adj,abs
It was ridiculously wet. It was not extremely [MASK].,predicate,adj,abs
It was ridiculously [MASK]. It was not ridiculously dry.,predicate,adj,abs
It was ridiculously wet. It was not ridiculously [MASK].,predicate,adj,abs
It was ridiculously [MASK]. It was not completely dry.,predicate,adj,abs
It was ridiculously wet. It was not completely [MASK].,predicate,adj,abs
It was ridiculously [MASK]. It was not totally dry.,predicate,adj,abs
It was ridiculously wet. It was not totally [MASK].,predicate,adj,abs
It was ridiculously [MASK]. It was not dry.,predicate,adj,abs
It was ridiculously wet. It was not [MASK].,predicate,adj,abs
It was ridiculously [MASK]. It wasn't extremely dry.,predicate,adj,abs
It was ridiculously wet. It wasn't extremely [MASK].,predicate,adj,abs
It was ridiculously [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It was ridiculously wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It was ridiculously [MASK]. It wasn't completely dry.,predicate,adj,abs
It was ridiculously wet. It wasn't completely [MASK].,predicate,adj,abs
It was ridiculously [MASK]. It wasn't totally dry.,predicate,adj,abs
It was ridiculously wet. It wasn't totally [MASK].,predicate,adj,abs
It was ridiculously [MASK]. It wasn't dry.,predicate,adj,abs
It was ridiculously wet. It wasn't [MASK].,predicate,adj,abs
It was completely [MASK]. It was not extremely dry.,predicate,adj,abs
It was completely wet. It was not extremely [MASK].,predicate,adj,abs
It was completely [MASK]. It was not ridiculously dry.,predicate,adj,abs
It was completely wet. It was not ridiculously [MASK].,predicate,adj,abs
It was completely [MASK]. It was not completely dry.,predicate,adj,abs
It was completely wet. It was not completely [MASK].,predicate,adj,abs
It was completely [MASK]. It was not totally dry.,predicate,adj,abs
It was completely wet. It was not totally [MASK].,predicate,adj,abs
It was completely [MASK]. It was not dry.,predicate,adj,abs
It was completely wet. It was not [MASK].,predicate,adj,abs
It was completely [MASK]. It wasn't extremely dry.,predicate,adj,abs
It was completely wet. It wasn't extremely [MASK].,predicate,adj,abs
It was completely [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It was completely wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It was completely [MASK]. It wasn't completely dry.,predicate,adj,abs
It was completely wet. It wasn't completely [MASK].,predicate,adj,abs
It was completely [MASK]. It wasn't totally dry.,predicate,adj,abs
It was completely wet. It wasn't totally [MASK].,predicate,adj,abs
It was completely [MASK]. It wasn't dry.,predicate,adj,abs
It was completely wet. It wasn't [MASK].,predicate,adj,abs
It was totally [MASK]. It was not extremely dry.,predicate,adj,abs
It was totally wet. It was not extremely [MASK].,predicate,adj,abs
It was totally [MASK]. It was not ridiculously dry.,predicate,adj,abs
It was totally wet. It was not ridiculously [MASK].,predicate,adj,abs
It was totally [MASK]. It was not completely dry.,predicate,adj,abs
It was totally wet. It was not completely [MASK].,predicate,adj,abs
It was totally [MASK]. It was not totally dry.,predicate,adj,abs
It was totally wet. It was not totally [MASK].,predicate,adj,abs
It was totally [MASK]. It was not dry.,predicate,adj,abs
It was totally wet. It was not [MASK].,predicate,adj,abs
It was totally [MASK]. It wasn't extremely dry.,predicate,adj,abs
It was totally wet. It wasn't extremely [MASK].,predicate,adj,abs
It was totally [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It was totally wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It was totally [MASK]. It wasn't completely dry.,predicate,adj,abs
It was totally wet. It wasn't completely [MASK].,predicate,adj,abs
It was totally [MASK]. It wasn't totally dry.,predicate,adj,abs
It was totally wet. It wasn't totally [MASK].,predicate,adj,abs
It was totally [MASK]. It wasn't dry.,predicate,adj,abs
It was totally wet. It wasn't [MASK].,predicate,adj,abs
It was [MASK]. It was not extremely dry.,predicate,adj,abs
It was wet. It was not extremely [MASK].,predicate,adj,abs
It was [MASK]. It was not ridiculously dry.,predicate,adj,abs
It was wet. It was not ridiculously [MASK].,predicate,adj,abs
It was [MASK]. It was not completely dry.,predicate,adj,abs
It was wet. It was not completely [MASK].,predicate,adj,abs
It was [MASK]. It was not totally dry.,predicate,adj,abs
It was wet. It was not totally [MASK].,predicate,adj,abs
It was [MASK]. It was not dry.,predicate,adj,abs
It was wet. It was not [MASK].,predicate,adj,abs
It was [MASK]. It wasn't extremely dry.,predicate,adj,abs
It was wet. It wasn't extremely [MASK].,predicate,adj,abs
It was [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It was wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It was [MASK]. It wasn't completely dry.,predicate,adj,abs
It was wet. It wasn't completely [MASK].,predicate,adj,abs
It was [MASK]. It wasn't totally dry.,predicate,adj,abs
It was wet. It wasn't totally [MASK].,predicate,adj,abs
It was [MASK]. It wasn't dry.,predicate,adj,abs
It was wet. It wasn't [MASK].,predicate,adj,abs
It was not extremely [MASK]. It was not extremely wet.,predicate,adj,abs
It was not extremely dry. It was not extremely [MASK].,predicate,adj,abs
It was not extremely [MASK]. It was not ridiculously wet.,predicate,adj,abs
It was not extremely dry. It was not ridiculously [MASK].,predicate,adj,abs
It was not extremely [MASK]. It was not completely wet.,predicate,adj,abs
It was not extremely dry. It was not completely [MASK].,predicate,adj,abs
It was not extremely [MASK]. It was not totally wet.,predicate,adj,abs
It was not extremely dry. It was not totally [MASK].,predicate,adj,abs
It was not extremely [MASK]. It was not wet.,predicate,adj,abs
It was not extremely dry. It was not [MASK].,predicate,adj,abs
