,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,log_ratio,conservative_log_ratio,unexpected_count,unexpected_ratio,joint_probability
19350,effectively,zero,220,1.364,1808.523,2.227,0.019,0.022,7.362,6.747,218.636,0.994,0.0
23359,relentlessly,cheerful,142,0.783,1199.514,2.275,0.015,0.02,7.525,6.747,141.217,0.994,0.0
27986,badly,outdated,125,0.661,1066.247,2.294,0.012,0.023,7.58,6.747,124.339,0.995,0.0
11160,recently,executive,48,0.171,447.667,2.471,0.035,0.005,8.188,6.745,47.829,0.996,0.0
27979,needlessly,convoluted,77,0.341,683.348,2.369,0.012,0.017,7.834,6.744,76.659,0.996,0.0
59808,loud,hilarious,74,0.321,663.617,2.4,0.003,0.074,7.853,6.741,73.679,0.996,0.0
3359,financially,ruinous,145,0.876,1210.407,2.272,0.111,0.003,7.541,6.74,144.124,0.994,0.0
29364,gleefully,profane,21,0.039,223.206,2.757,0.011,0.012,9.107,6.738,20.961,0.998,0.0
4674,perhaps,worst,737,5.982,5706.326,2.135,0.084,0.013,7.072,6.737,731.018,0.992,0.001
1609,seemingly,unrelated,3227,33.197,23856.367,2.087,0.188,0.02,6.903,6.737,3193.803,0.99,0.004
14854,intimately,interwoven,55,0.211,504.091,2.434,0.026,0.007,8.063,6.734,54.789,0.996,0.0
38187,wickedly,funny,1066,8.383,8470.384,2.214,0.007,0.216,7.001,6.734,1057.617,0.992,0.002
1379,politically,driven,252,1.932,2010.367,2.216,0.205,0.002,7.358,6.734,250.068,0.992,0.0
41656,divinely,decadent,32,0.086,316.095,2.591,0.006,0.022,8.553,6.733,31.914,0.997,0.0
4320,openly,fascist,99,0.519,851.887,2.324,0.089,0.003,7.71,6.733,98.481,0.995,0.0
4599,way,overpriced,371,2.735,2941.69,2.175,0.085,0.007,7.212,6.733,368.265,0.993,0.001
41211,perilously,close,3102,26.386,26252.793,2.558,0.006,0.669,6.887,6.732,3075.614,0.991,0.004
18020,lightly,fruity,79,0.36,697.026,2.358,0.021,0.01,7.809,6.73,78.64,0.995,0.0
21850,evenly,blended,15,0.019,171.286,2.933,0.016,0.009,9.684,6.728,14.981,0.999,0.0
7315,noticeably,whiter,55,0.216,502.808,2.435,0.055,0.003,8.071,6.728,54.784,0.996,0.0
680,no,farther,353,3.279,2726.041,2.194,0.309,0.001,7.285,6.728,349.721,0.991,0.0
17816,badly,understaffed,37,0.112,356.629,2.538,0.021,0.007,8.402,6.727,36.888,0.997,0.0
17079,officially,neutral,496,3.63,3922.306,2.162,0.022,0.036,7.127,6.727,492.37,0.993,0.001
17808,lightly,tart,76,0.341,672.606,2.364,0.021,0.01,7.829,6.726,75.659,0.996,0.0
4488,predominantly,agricultural,241,1.641,1948.661,2.209,0.087,0.005,7.329,6.726,239.359,0.993,0.0
8421,overwhelmingly,male,762,6.041,5914.984,2.133,0.048,0.024,7.049,6.725,755.959,0.992,0.001
38729,hauntingly,beautiful,2310,19.417,18751.322,2.339,0.007,0.449,6.905,6.725,2290.583,0.992,0.003
50918,flagrantly,dishonest,34,0.096,332.809,2.573,0.004,0.035,8.477,6.725,33.904,0.997,0.0
17927,bit,premature,123,0.662,1044.62,2.285,0.021,0.013,7.567,6.724,122.338,0.995,0.0
13995,hopelessly,old-fashioned,64,0.268,575.71,2.397,0.028,0.007,7.941,6.723,63.732,0.996,0.0
27825,temporarily,unable,485,3.516,3854.211,2.175,0.012,0.066,7.125,6.723,481.484,0.993,0.001
945,potentially,life-changing,548,5.196,4175.784,2.155,0.258,0.003,7.153,6.723,542.804,0.991,0.001
25703,secretly,envious,44,0.149,414.163,2.487,0.013,0.012,8.229,6.722,43.851,0.997,0.0
58809,democratically,legitimate,59,0.233,539.351,2.436,0.003,0.062,7.988,6.722,58.767,0.996,0.0
18380,understandably,reluctant,567,4.237,4464.014,2.155,0.02,0.044,7.094,6.721,562.763,0.993,0.001
45475,devilishly,clever,215,1.335,1775.936,2.245,0.005,0.077,7.339,6.721,213.665,0.994,0.0
5712,uniquely,canadian,327,2.344,2605.766,2.18,0.069,0.008,7.228,6.719,324.656,0.993,0.001
15054,non,toxic,872,6.907,6774.93,2.135,0.025,0.051,7.017,6.719,865.093,0.992,0.001
39866,unseasonably,chilly,48,0.171,447.196,2.467,0.007,0.023,8.146,6.717,47.829,0.996,0.0
8840,broadly,chronological,55,0.217,502.08,2.43,0.045,0.004,8.053,6.715,54.783,0.996,0.0
9806,mildly,spicy,518,3.908,4066.024,2.149,0.04,0.02,7.11,6.715,514.092,0.992,0.001
5603,morally,permissible,481,3.697,3768.373,2.151,0.071,0.01,7.13,6.714,477.303,0.992,0.001
927,potentially,crippling,461,4.304,3529.042,2.163,0.262,0.002,7.183,6.712,456.696,0.991,0.001
53540,higher,ideal,157,0.905,1321.548,2.282,0.004,0.088,7.444,6.711,156.095,0.994,0.0
425,almost,total,3326,44.584,23565.322,2.08,0.372,0.008,6.897,6.711,3281.416,0.987,0.003
3419,best,known,128,0.758,1073.154,2.28,0.109,0.002,7.566,6.71,127.242,0.994,0.0
3203,previously,unattainable,350,2.671,2761.318,2.173,0.115,0.005,7.21,6.708,347.329,0.992,0.001
3935,physically,abusive,1257,11.155,9532.591,2.104,0.097,0.017,6.963,6.707,1245.845,0.991,0.002
5279,therefore,imperative,694,5.656,5361.467,2.129,0.075,0.013,7.051,6.707,688.344,0.992,0.001
28276,proudly,handmade,44,0.15,413.326,2.483,0.012,0.013,8.213,6.707,43.85,0.997,0.0
1511,well,underway,8183,90.496,59593.848,2.07,0.194,0.045,6.811,6.707,8092.504,0.989,0.009
6372,decidedly,old-school,113,0.621,959.063,2.292,0.062,0.004,7.602,6.703,112.379,0.995,0.0
25120,faintly,discernible,45,0.156,421.142,2.475,0.014,0.011,8.191,6.703,44.844,0.997,0.0
37916,tightly,fitting,83,0.389,727.808,2.347,0.008,0.028,7.746,6.703,82.611,0.995,0.0
56893,rabidly,partisan,47,0.167,439.306,2.479,0.003,0.05,8.146,6.701,46.833,0.996,0.0
48260,bitingly,witty,29,0.073,289.897,2.619,0.005,0.029,8.632,6.701,28.927,0.997,0.0
17120,eventually,victorious,47,0.169,436.886,2.462,0.022,0.007,8.154,6.7,46.831,0.996,0.0
53282,dead,wrong,695,5.329,5615.672,2.265,0.004,0.289,7.032,6.7,689.671,0.992,0.001
1862,currently,offline,412,3.44,3201.585,2.161,0.17,0.003,7.174,6.7,408.56,0.992,0.001
2025,easily,avoidable,658,5.842,5027.583,2.131,0.161,0.005,7.069,6.699,652.158,0.991,0.001
21464,staunchly,nationalist,28,0.069,280.769,2.624,0.017,0.008,8.679,6.698,27.931,0.998,0.0
28549,characteristically,blunt,131,0.728,1104.779,2.273,0.012,0.024,7.509,6.698,130.272,0.994,0.0
16928,broadly,applicable,788,6.248,6119.437,2.134,0.022,0.053,7.011,6.697,781.752,0.992,0.001
4275,purely,speculative,790,6.689,6055.166,2.119,0.09,0.012,7.021,6.696,783.311,0.992,0.001
9190,noticeably,slimmer,89,0.444,770.895,2.326,0.043,0.005,7.712,6.695,88.556,0.995,0.0
16804,eminently,forgettable,156,0.923,1296.169,2.245,0.023,0.014,7.434,6.694,155.077,0.994,0.0
11920,racially,mixed,119,0.656,1006.018,2.278,0.033,0.008,7.552,6.689,118.344,0.994,0.0
5491,directly,comparable,1202,10.494,9129.315,2.102,0.072,0.023,6.948,6.689,1191.506,0.991,0.002
62399,next,best,505,3.739,4144.839,2.31,0.002,0.335,7.081,6.688,501.261,0.993,0.001
1694,nearly,impossible,37483,429.45,276616.88,2.132,0.181,0.213,6.736,6.688,37053.55,0.989,0.039
55005,along,fine,549,4.118,4435.468,2.253,0.003,0.252,7.064,6.688,544.882,0.992,0.001
5886,better,educated,586,4.709,4538.587,2.131,0.068,0.013,7.06,6.686,581.291,0.992,0.001
11667,properly,inflated,32,0.09,313.188,2.573,0.033,0.004,8.52,6.686,31.91,0.997,0.0
37630,slowly,progressive,248,1.633,2015.201,2.212,0.008,0.058,7.258,6.684,246.367,0.993,0.0
7205,essentially,meaningless,746,6.119,5743.128,2.12,0.056,0.019,7.012,6.684,739.881,0.992,0.001
7137,likely,unconstitutional,384,2.868,3024.648,2.157,0.056,0.011,7.148,6.684,381.132,0.993,0.001
4056,previously,unheard,1699,15.682,12757.469,2.088,0.095,0.023,6.903,6.683,1683.318,0.991,0.002
2007,currently,uninsured,553,4.85,4238.702,2.136,0.162,0.005,7.088,6.683,548.15,0.991,0.001
12091,severely,overweight,294,2.051,2349.604,2.178,0.032,0.015,7.21,6.681,291.949,0.993,0.0
13789,greatly,exaggerated,89,0.443,769.976,2.321,0.028,0.008,7.691,6.68,88.557,0.995,0.0
8405,practically,zero,548,4.308,4259.5,2.134,0.048,0.017,7.062,6.677,543.692,0.992,0.001
23190,bitterly,divisive,243,1.614,1964.812,2.198,0.015,0.028,7.256,6.675,241.386,0.993,0.0
6559,overwhelmingly,bipartisan,157,0.973,1294.66,2.238,0.061,0.005,7.425,6.675,156.027,0.994,0.0
17490,spiritually,bankrupt,173,1.066,1423.415,2.228,0.021,0.015,7.374,6.674,171.934,0.994,0.0
3626,physically,inactive,551,4.584,4247.654,2.131,0.104,0.008,7.067,6.674,546.416,0.992,0.001
2281,currently,unemployed,1211,11.575,9064.27,2.094,0.148,0.01,6.941,6.673,1199.425,0.99,0.001
3397,purely,administrative,211,1.478,1699.183,2.207,0.109,0.003,7.325,6.671,209.522,0.993,0.0
51239,monumentally,stupid,270,1.821,2196.6,2.227,0.004,0.116,7.218,6.671,268.179,0.993,0.0
5473,supposedly,non-partisan,64,0.287,569.598,2.385,0.072,0.002,7.91,6.671,63.713,0.996,0.0
4866,naturally,inquisitive,245,1.732,1961.641,2.191,0.081,0.005,7.267,6.671,243.268,0.993,0.0
27323,scarcely,audible,83,0.4,723.001,2.333,0.012,0.017,7.716,6.671,82.6,0.995,0.0
9678,traditionally,masculine,393,2.933,3091.788,2.152,0.041,0.015,7.126,6.671,390.067,0.993,0.001
15134,intentionally,obtuse,70,0.316,618.812,2.362,0.025,0.007,7.826,6.67,69.684,0.995,0.0
5867,legally,actionable,180,1.171,1468.176,2.22,0.068,0.005,7.365,6.666,178.829,0.993,0.0
18107,unnecessarily,burdensome,165,1.009,1359.988,2.231,0.021,0.015,7.384,6.666,163.991,0.994,0.0
21095,violently,misogynistic,30,0.081,296.033,2.588,0.017,0.008,8.564,6.665,29.919,0.997,0.0
31000,geographically,diverse,1339,11.311,10399.355,2.165,0.01,0.181,6.902,6.665,1327.689,0.992,0.002
30358,impeccably,mannered,30,0.08,296.199,2.589,0.011,0.013,8.56,6.664,29.92,0.997,0.0
6217,merely,mortal,129,0.762,1076.387,2.261,0.064,0.004,7.499,6.663,128.238,0.994,0.0
60620,vibrantly,alive,274,1.862,2244.724,2.257,0.003,0.182,7.205,6.663,272.138,0.993,0.0
5691,emotionally,exhausting,654,5.429,5025.017,2.118,0.07,0.013,7.017,6.663,648.571,0.992,0.001
21427,sweetly,melancholic,26,0.062,262.753,2.641,0.017,0.008,8.736,6.662,25.938,0.998,0.0
43862,rationally,justifiable,23,0.049,238.058,2.696,0.006,0.023,8.894,6.661,22.951,0.998,0.0
34518,preferably,organic,123,0.686,1036.701,2.272,0.009,0.03,7.499,6.66,122.314,0.994,0.0
43597,yearly,financial,73,0.334,644.085,2.36,0.006,0.033,7.781,6.659,72.666,0.995,0.0
1608,seemingly,infinite,1481,15.224,10935.18,2.083,0.188,0.009,6.904,6.657,1465.776,0.99,0.002
25912,federally,taxable,23,0.049,237.572,2.69,0.013,0.01,8.893,6.656,22.951,0.998,0.0
3087,purely,transactional,151,0.985,1238.452,2.242,0.118,0.002,7.441,6.655,150.015,0.993,0.0
19167,lightly,crispy,83,0.406,720.372,2.326,0.019,0.01,7.703,6.655,82.594,0.995,0.0
4895,better,trained,188,1.262,1524.274,2.213,0.081,0.004,7.341,6.654,186.738,0.993,0.0
9765,universally,admired,59,0.251,529.315,2.394,0.04,0.004,7.935,6.653,58.749,0.996,0.0
15977,eerily,silent,654,5.24,5058.066,2.125,0.024,0.04,6.998,6.652,648.76,0.992,0.001
42622,borderline,retarded,54,0.214,491.332,2.419,0.006,0.027,7.985,6.652,53.786,0.996,0.0
41453,federally,compliant,67,0.297,595.184,2.372,0.006,0.028,7.829,6.651,66.703,0.996,0.0
33637,needlessly,provocative,136,0.788,1135.906,2.256,0.009,0.03,7.444,6.65,135.212,0.994,0.0
6074,barely,noticeable,2661,25.246,19829.295,2.075,0.065,0.051,6.817,6.646,2635.754,0.991,0.003
3471,then,alternate,132,0.825,1092.498,2.256,0.108,0.002,7.487,6.645,131.175,0.994,0.0
27437,objectively,unreasonable,142,0.839,1180.11,2.246,0.012,0.023,7.421,6.645,141.161,0.994,0.0
34243,creatively,focused,86,0.427,744.149,2.321,0.009,0.023,7.667,6.643,85.573,0.995,0.0
1361,largely,undeveloped,587,5.604,4429.628,2.123,0.206,0.004,7.045,6.642,581.396,0.99,0.001
6751,strictly,vegetarian,240,1.689,1918.46,2.183,0.059,0.007,7.239,6.642,238.311,0.993,0.0
27665,temporarily,insane,327,2.351,2596.839,2.169,0.012,0.044,7.138,6.642,324.649,0.993,0.001
18757,racially,diverse,2563,23.256,19529.922,2.131,0.02,0.168,6.813,6.642,2539.744,0.991,0.003
18748,badly,fragmented,37,0.119,352.253,2.512,0.02,0.007,8.315,6.641,36.881,0.997,0.0
44071,miraculously,unscathed,33,0.096,320.278,2.553,0.006,0.024,8.426,6.641,32.904,0.997,0.0
67408,lovingly,detailed,240,1.61,1984.791,2.287,0.002,0.227,7.223,6.641,238.39,0.993,0.0
12052,visibly,agitated,138,0.824,1144.705,2.244,0.032,0.008,7.436,6.64,137.176,0.994,0.0
20875,heretofore,untold,19,0.034,203.427,2.775,0.017,0.007,9.171,6.64,18.966,0.998,0.0
27761,unintentionally,comedic,41,0.14,384.921,2.482,0.012,0.012,8.21,6.64,40.86,0.997,0.0
21153,ecologically,sound,254,1.751,2034.799,2.181,0.017,0.025,7.206,6.637,252.249,0.993,0.0
26994,proudly,pro-life,37,0.118,352.262,2.511,0.013,0.011,8.307,6.637,36.882,0.997,0.0
18156,internationally,minded,160,0.99,1314.776,2.225,0.021,0.015,7.366,6.636,159.01,0.994,0.0
41157,gratuitously,gory,18,0.03,195.096,2.805,0.006,0.02,9.249,6.635,17.97,0.998,0.0
32190,sweetly,melodic,56,0.23,505.402,2.402,0.01,0.017,7.942,6.635,55.77,0.996,0.0
2188,easily,treatable,743,6.952,5593.371,2.104,0.153,0.006,6.979,6.633,736.048,0.991,0.001
25516,quintessentially,italian,64,0.282,568.559,2.371,0.014,0.013,7.845,6.633,63.718,0.996,0.0
24773,predominately,shiite,66,0.295,584.366,2.364,0.014,0.012,7.824,6.633,65.705,0.996,0.0
24663,continually,unfolding,53,0.212,480.869,2.412,0.014,0.011,7.984,6.632,52.788,0.996,0.0
5280,closely,supervised,72,0.352,628.713,2.349,0.075,0.002,7.79,6.63,71.648,0.995,0.0
5495,mainly,nocturnal,125,0.753,1039.099,2.256,0.072,0.003,7.483,6.63,124.247,0.994,0.0
14698,strongly,reminiscent,470,3.663,3655.608,2.132,0.026,0.027,7.042,6.629,466.337,0.992,0.001
19845,formally,heretical,19,0.034,203.123,2.772,0.019,0.007,9.161,6.629,18.966,0.998,0.0
19089,darkly,comical,153,0.939,1259.846,2.229,0.019,0.015,7.377,6.629,152.061,0.994,0.0
79,even,weirder,2012,43.297,13115.588,2.088,0.612,0.002,6.934,6.629,1968.703,0.978,0.001
23184,geographically,disparate,122,0.697,1021.49,2.259,0.015,0.017,7.474,6.629,121.303,0.994,0.0
1228,seemingly,countless,298,2.596,2307.788,2.17,0.222,0.002,7.205,6.628,295.404,0.991,0.0
21703,patently,offensive,617,4.956,4773.37,2.127,0.017,0.055,6.984,6.628,612.044,0.992,0.001
3364,physically,imposing,295,2.298,2313.852,2.162,0.111,0.004,7.173,6.626,292.702,0.992,0.0
2557,virtually,nonstop,228,1.721,1808.476,2.187,0.136,0.003,7.26,6.625,226.279,0.992,0.0
38976,luxuriously,creamy,57,0.237,512.983,2.397,0.007,0.023,7.917,6.624,56.763,0.996,0.0
3039,mentally,impaired,347,2.815,2696.849,2.148,0.119,0.004,7.128,6.623,344.185,0.992,0.001
3589,purely,biological,228,1.674,1813.562,2.185,0.104,0.004,7.249,6.623,226.326,0.993,0.0
1585,easily,maintainable,189,1.435,1507.965,2.212,0.189,0.002,7.343,6.623,187.565,0.992,0.0
52002,transparently,false,139,0.823,1159.974,2.262,0.004,0.071,7.405,6.622,138.177,0.994,0.0
36693,educationally,unsound,21,0.042,219.933,2.723,0.008,0.016,8.989,6.622,20.958,0.998,0.0
22932,starkly,divergent,79,0.387,685.52,2.325,0.016,0.012,7.698,6.621,78.613,0.995,0.0
50725,sonically,adventurous,84,0.419,727.955,2.328,0.004,0.048,7.655,6.619,83.581,0.995,0.0
32160,solidly,red,235,1.603,1889.498,2.19,0.01,0.042,7.21,6.619,233.397,0.993,0.0
10636,non,verbal,100,0.548,846.907,2.283,0.037,0.006,7.567,6.616,99.452,0.995,0.0
426,almost,unrecognizable,1474,19.763,10436.288,2.078,0.372,0.003,6.897,6.616,1454.237,0.987,0.001
11070,infinitely,adjustable,332,2.488,2607.157,2.148,0.035,0.015,7.112,6.615,329.512,0.993,0.001
3370,virtually,untouched,881,8.153,6614.336,2.089,0.11,0.01,6.925,6.615,872.847,0.991,0.001
15060,ethnically,kurdish,57,0.242,510.879,2.389,0.025,0.006,7.916,6.615,56.758,0.996,0.0
36996,nutritionally,balanced,127,0.739,1059.986,2.255,0.008,0.033,7.437,6.613,126.261,0.994,0.0
16998,locally,handmade,83,0.419,715.277,2.313,0.022,0.009,7.662,6.612,82.581,0.995,0.0
3526,previously,unused,383,3.149,2961.722,2.137,0.106,0.005,7.089,6.612,379.851,0.992,0.001
19696,near,perfect,3067,28.687,23317.326,2.138,0.019,0.207,6.767,6.611,3038.313,0.991,0.004
59883,justly,famous,663,5.374,5340.02,2.284,0.003,0.355,6.951,6.61,657.626,0.992,0.001
12655,hopelessly,insolvent,45,0.169,414.767,2.447,0.031,0.005,8.105,6.61,44.831,0.996,0.0
36233,viciously,homophobic,25,0.059,252.84,2.643,0.008,0.015,8.729,6.609,24.941,0.998,0.0
5332,barely,literate,514,4.303,3941.166,2.115,0.074,0.01,7.011,6.609,509.697,0.992,0.001
22475,hopelessly,inadequate,288,2.075,2282.731,2.163,0.016,0.03,7.14,6.609,285.925,0.993,0.0
25778,nicely,golden,89,0.461,762.286,2.301,0.013,0.015,7.612,6.607,88.539,0.995,0.0
20058,overall,healthier,258,1.826,2052.991,2.169,0.018,0.024,7.169,6.605,256.174,0.993,0.0
21409,finely,knit,33,0.1,317.994,2.537,0.017,0.008,8.396,6.605,32.9,0.997,0.0
26702,conveniently,adjacent,67,0.308,589.749,2.353,0.013,0.014,7.785,6.604,66.692,0.995,0.0
17414,relentlessly,cheery,48,0.186,438.645,2.428,0.022,0.007,8.04,6.604,47.814,0.996,0.0
11938,intellectually,disabled,142,0.877,1168.219,2.229,0.033,0.008,7.386,6.604,141.123,0.994,0.0
5346,economically,distressed,432,3.537,3331.025,2.124,0.074,0.008,7.044,6.603,428.463,0.992,0.001
10114,severely,underdeveloped,114,0.661,952.848,2.259,0.039,0.006,7.488,6.603,113.339,0.994,0.0
26314,proudly,erect,34,0.105,326.045,2.527,0.013,0.01,8.358,6.6,33.895,0.997,0.0
1582,nearly,flawless,1963,21.511,14253.213,2.056,0.189,0.011,6.815,6.6,1941.489,0.989,0.002
6985,wholly,inadequate,1038,9.367,7800.958,2.081,0.057,0.024,6.877,6.6,1028.633,0.991,0.001
13938,effectively,verifiable,57,0.245,509.524,2.385,0.028,0.006,7.901,6.599,56.755,0.996,0.0
17887,eerily,quiet,1689,15.375,12743.281,2.098,0.021,0.104,6.81,6.598,1673.625,0.991,0.002
557,slightly,bent,1579,20.539,11202.344,2.067,0.337,0.004,6.861,6.597,1558.461,0.987,0.001
31337,frustratingly,elusive,153,0.954,1255.708,2.224,0.01,0.029,7.341,6.596,152.046,0.994,0.0
59905,justly,proud,617,5.007,4948.226,2.267,0.003,0.331,6.949,6.595,611.993,0.992,0.001
41572,biblically,orthodox,31,0.089,301.767,2.559,0.006,0.02,8.45,6.595,30.911,0.997,0.0
36224,needlessly,cruel,183,1.196,1486.714,2.208,0.008,0.041,7.27,6.595,181.804,0.993,0.0
60846,vanishingly,small,1056,9.11,8689.403,2.421,0.003,0.557,6.861,6.593,1046.89,0.991,0.001
5979,ultimately,triumphant,164,1.094,1329.307,2.209,0.067,0.004,7.327,6.593,162.906,0.993,0.0
5938,morally,unfit,403,3.268,3112.129,2.125,0.067,0.009,7.046,6.591,399.732,0.992,0.001
41,pretty,darn,1592,43.365,9905.148,2.101,0.695,0.001,6.98,6.591,1548.635,0.973,0.001
34087,rapidly,progressive,292,2.124,2313.853,2.167,0.009,0.053,7.116,6.59,289.876,0.993,0.0
40656,artistically,inclined,283,2.042,2251.438,2.177,0.007,0.07,7.124,6.59,280.958,0.993,0.0
67875,oppressively,hot,308,2.25,2512.22,2.277,0.002,0.274,7.099,6.59,305.75,0.993,0.0
26716,automatically,suspect,91,0.481,775.598,2.291,0.013,0.016,7.581,6.588,90.519,0.995,0.0
4600,purely,academic,738,6.647,5561.234,2.089,0.085,0.011,6.923,6.588,731.353,0.991,0.001
49460,nowadays,most,106,0.589,895.833,2.281,0.004,0.051,7.497,6.588,105.411,0.994,0.0
12945,quickly,outpacing,37,0.124,349.29,2.496,0.03,0.004,8.267,6.587,36.876,0.997,0.0
49655,provably,untrue,49,0.193,447.077,2.427,0.004,0.034,7.997,6.587,48.807,0.996,0.0
5498,morally,defensible,266,2.011,2091.68,2.157,0.072,0.006,7.155,6.587,263.989,0.992,0.0
4486,directly,observable,209,1.518,1663.129,2.181,0.087,0.004,7.237,6.586,207.482,0.993,0.0
16527,gently,used,22,0.047,226.888,2.689,0.023,0.005,8.892,6.585,21.953,0.998,0.0
16738,exclusively,female,333,2.526,2605.184,2.141,0.023,0.023,7.075,6.582,330.474,0.992,0.001
34411,sweetly,nostalgic,64,0.291,564.538,2.357,0.009,0.019,7.792,6.582,63.709,0.995,0.0
1181,potentially,unwanted,876,9.417,6426.664,2.083,0.227,0.004,6.913,6.581,866.583,0.989,0.001
60037,rationally,ignorant,62,0.277,551.439,2.381,0.003,0.061,7.809,6.579,61.723,0.996,0.0
63654,blisteringly,fast,197,1.319,1613.381,2.249,0.002,0.154,7.226,6.578,195.681,0.993,0.0
2623,overly,simplistic,1994,20.886,14543.854,2.05,0.133,0.017,6.784,6.577,1973.114,0.99,0.002
39301,out,cold,733,6.176,5665.386,2.146,0.007,0.146,6.901,6.577,726.824,0.992,0.001
4463,purely,domestic,564,4.959,4276.793,2.1,0.087,0.009,6.961,6.575,559.041,0.991,0.001
4245,purely,fictional,414,3.487,3175.454,2.119,0.091,0.006,7.029,6.575,410.513,0.992,0.001
3347,then,prevailing,104,0.631,867.162,2.271,0.111,0.002,7.534,6.575,103.369,0.994,0.0
3252,wildly,inflated,109,0.674,904.95,2.263,0.113,0.002,7.51,6.574,108.326,0.994,0.0
14480,presumably,unintended,35,0.113,332.56,2.509,0.027,0.005,8.308,6.574,34.887,0.997,0.0
33300,ideologically,rigid,166,1.076,1349.896,2.208,0.009,0.033,7.283,6.57,164.924,0.994,0.0
21845,elegantly,spare,28,0.076,275.8,2.585,0.017,0.007,8.551,6.57,27.924,0.997,0.0
5667,legally,admissible,127,0.8,1044.072,2.235,0.07,0.003,7.415,6.57,126.2,0.994,0.0
4202,sexually,exploitative,193,1.397,1537.862,2.185,0.092,0.003,7.249,6.568,191.603,0.993,0.0
1136,fully,electric,1609,18.686,11573.087,2.054,0.233,0.007,6.812,6.568,1590.314,0.988,0.002
41180,manifestly,unfair,193,1.3,1558.172,2.199,0.006,0.052,7.223,6.568,191.7,0.993,0.0
21959,constitutionally,defective,59,0.262,523.189,2.367,0.016,0.01,7.838,6.566,58.738,0.996,0.0
32399,ultra,lightweight,144,0.9,1180.796,2.222,0.01,0.028,7.335,6.566,143.1,0.994,0.0
32151,authentically,japanese,61,0.275,539.361,2.362,0.01,0.016,7.81,6.565,60.725,0.995,0.0
24168,bitterly,partisan,218,1.526,1739.255,2.174,0.015,0.025,7.18,6.564,216.474,0.993,0.0
32516,artistically,minded,75,0.372,648.842,2.32,0.01,0.019,7.67,6.564,74.628,0.995,0.0
3921,downright,balmy,103,0.621,858.792,2.267,0.097,0.002,7.523,6.564,102.379,0.994,0.0
33408,digitally,fluent,66,0.309,578.475,2.345,0.009,0.018,7.752,6.563,65.691,0.995,0.0
24540,here,year-round,16,0.024,176.266,2.844,0.014,0.009,9.391,6.562,15.976,0.998,0.0
1298,largely,unchecked,330,3.047,2514.18,2.14,0.213,0.002,7.106,6.561,326.953,0.991,0.0
34375,spatially,discrete,20,0.039,209.806,2.727,0.009,0.014,9.004,6.561,19.961,0.998,0.0
7695,overwhelmingly,sunni,214,1.544,1698.534,2.169,0.052,0.007,7.192,6.56,212.456,0.993,0.0
37190,semi,sheer,27,0.071,267.509,2.598,0.008,0.016,8.58,6.559,26.929,0.997,0.0
27281,unapologetically,feminist,37,0.125,348.279,2.488,0.012,0.011,8.229,6.559,36.875,0.997,0.0
6257,merely,nominal,106,0.63,883.061,2.258,0.064,0.003,7.489,6.559,105.37,0.994,0.0
72278,urgently,necessary,270,1.965,2214.667,2.298,0.001,0.305,7.104,6.558,268.035,0.993,0.0
36051,happily,oblivious,88,0.468,749.589,2.291,0.008,0.024,7.568,6.558,87.532,0.995,0.0
