She was not extremely happy. She was slightly sad., adj, rel
It was extremely short. It wasn't extremely tall., adj, rel
It wasn't extremely tall. It was ridiculously short., adj, rel
It was ridiculously short. It wasn't extremely tall., adj, rel
It wasn't extremely tall. It was short., adj, rel
It was short. It wasn't extremely tall., adj, rel
It wasn't extremely tall. It wasn't extremely short., adj, rel
It wasn't extremely tall. It wasn't ridiculously short., adj, rel
It wasn't extremely tall. It wasn't short., adj, rel
It wasn't ridiculously tall. It was slightly short., adj, rel
It was slightly short. It wasn't ridiculously tall., adj, rel
It wasn't ridiculously tall. It was sort of short., adj, rel
It was sort of short. It wasn't ridiculously tall., adj, rel
It wasn't ridiculously tall. It was extremely short., adj, rel
It was extremely short. It wasn't ridiculously tall., adj, rel
It wasn't ridiculously tall. It was ridiculously short., adj, rel
It was ridiculously short. It wasn't ridiculously tall., adj, rel
It wasn't ridiculously tall. It was short., adj, rel
It was short. It wasn't ridiculously tall., adj, rel
It wasn't ridiculously tall. It wasn't extremely short., adj, rel
It wasn't ridiculously tall. It wasn't ridiculously short., adj, rel
It wasn't ridiculously tall. It wasn't short., adj, rel
It wasn't tall. It was slightly short., adj, rel
It was slightly short. It wasn't tall., adj, rel
It wasn't tall. It was sort of short., adj, rel
It was sort of short. It wasn't tall., adj, rel
It wasn't tall. It was extremely short., adj, rel
It was extremely short. It wasn't tall., adj, rel
It wasn't tall. It was ridiculously short., adj, rel
It was ridiculously short. It wasn't tall., adj, rel
It wasn't tall. It was short., adj, rel
It was short. It wasn't tall., adj, rel
It wasn't tall. It wasn't extremely short., adj, rel
It wasn't tall. It wasn't ridiculously short., adj, rel
It wasn't tall. It wasn't short., adj, rel
It wasn't extremely tall. It was slightly tall., adj, rel
It was slightly tall. It wasn't extremely tall., adj, rel
It wasn't extremely tall. It was sort of tall., adj, rel
It was sort of tall. It wasn't extremely tall., adj, rel
It wasn't ridiculously tall. It was slightly tall., adj, rel
It was slightly tall. It wasn't ridiculously tall., adj, rel
It wasn't ridiculously tall. It was sort of tall., adj, rel
It was sort of tall. It wasn't ridiculously tall., adj, rel
It was not extremely cheap. It was slightly expensive., adj, rel
It was slightly expensive. It was not extremely cheap., adj, rel
It was not extremely cheap. It was sort of expensive., adj, rel
It was sort of expensive. It was not extremely cheap., adj, rel
It was not extremely cheap. It was extremely expensive., adj, rel
It was extremely expensive. It was not extremely cheap., adj, rel
It was not extremely cheap. It was ridiculously expensive., adj, rel
It was ridiculously expensive. It was not extremely cheap., adj, rel
It was not extremely cheap. It was expensive., adj, rel
It was expensive. It was not extremely cheap., adj, rel
It was not extremely cheap. It was not extremely expensive., adj, rel
It was not extremely cheap. It was not ridiculously expensive., adj, rel
It was not extremely cheap. It was not expensive., adj, rel
It was not ridiculously cheap. It was slightly expensive., adj, rel
It was slightly expensive. It was not ridiculously cheap., adj, rel
It was not ridiculously cheap. It was sort of expensive., adj, rel
It was sort of expensive. It was not ridiculously cheap., adj, rel
It was not ridiculously cheap. It was extremely expensive., adj, rel
It was extremely expensive. It was not ridiculously cheap., adj, rel
It was not ridiculously cheap. It was ridiculously expensive., adj, rel
It was ridiculously expensive. It was not ridiculously cheap., adj, rel
It was not ridiculously cheap. It was expensive., adj, rel
It was expensive. It was not ridiculously cheap., adj, rel
It was not ridiculously cheap. It was not extremely expensive., adj, rel
It was not ridiculously cheap. It was not ridiculously expensive., adj, rel
It was not ridiculously cheap. It was not expensive., adj, rel
It was not cheap. It was slightly expensive., adj, rel
It was slightly expensive. It was not cheap., adj, rel
It was not cheap. It was sort of expensive., adj, rel
It was sort of expensive. It was not cheap., adj, rel
It was not cheap. It was extremely expensive., adj, rel
It was extremely expensive. It was not cheap., adj, rel
It was not cheap. It was ridiculously expensive., adj, rel
It was ridiculously expensive. It was not cheap., adj, rel
It was not cheap. It was expensive., adj, rel
It was expensive. It was not cheap., adj, rel
It was not cheap. It was not extremely expensive., adj, rel
It was not cheap. It was not ridiculously expensive., adj, rel
It was not cheap. It was not expensive., adj, rel
It was not extremely cheap. It was slightly cheap., adj, rel
It was slightly cheap. It was not extremely cheap., adj, rel
It was not extremely cheap. It was sort of cheap., adj, rel
It was sort of cheap. It was not extremely cheap., adj, rel
It was not ridiculously cheap. It was slightly cheap., adj, rel
It was slightly cheap. It was not ridiculously cheap., adj, rel
It was not ridiculously cheap. It was sort of cheap., adj, rel
It was sort of cheap. It was not ridiculously cheap., adj, rel
It was not extremely expensive. It was slightly cheap., adj, rel
It was slightly cheap. It was not extremely expensive., adj, rel
It was not extremely expensive. It was sort of cheap., adj, rel
It was sort of cheap. It was not extremely expensive., adj, rel
It was not extremely expensive. It was extremely cheap., adj, rel
It was extremely cheap. It was not extremely expensive., adj, rel
It was not extremely expensive. It was ridiculously cheap., adj, rel
It was ridiculously cheap. It was not extremely expensive., adj, rel
It was not extremely expensive. It was cheap., adj, rel
It was cheap. It was not extremely expensive., adj, rel
It was not extremely expensive. It was not extremely cheap., adj, rel
It was not extremely expensive. It was not ridiculously cheap., adj, rel
It was not extremely expensive. It was not cheap., adj, rel
It was not ridiculously expensive. It was slightly cheap., adj, rel
It was slightly cheap. It was not ridiculously expensive., adj, rel
It was not ridiculously expensive. It was sort of cheap., adj, rel
It was sort of cheap. It was not ridiculously expensive., adj, rel
It was not ridiculously expensive. It was extremely cheap., adj, rel
It was extremely cheap. It was not ridiculously expensive., adj, rel
It was not ridiculously expensive. It was ridiculously cheap., adj, rel
It was ridiculously cheap. It was not ridiculously expensive., adj, rel
It was not ridiculously expensive. It was cheap., adj, rel
It was cheap. It was not ridiculously expensive., adj, rel
It was not ridiculously expensive. It was not extremely cheap., adj, rel
It was not ridiculously expensive. It was not ridiculously cheap., adj, rel
It was not ridiculously expensive. It was not cheap., adj, rel
It was not expensive. It was slightly cheap., adj, rel
It was slightly cheap. It was not expensive., adj, rel
It was not expensive. It was sort of cheap., adj, rel
It was sort of cheap. It was not expensive., adj, rel
It was not expensive. It was extremely cheap., adj, rel
It was extremely cheap. It was not expensive., adj, rel
It was not expensive. It was ridiculously cheap., adj, rel
It was ridiculously cheap. It was not expensive., adj, rel
It was not expensive. It was cheap., adj, rel
It was cheap. It was not expensive., adj, rel
It was not expensive. It was not extremely cheap., adj, rel
It was not expensive. It was not ridiculously cheap., adj, rel
It was not expensive. It was not cheap., adj, rel
It was not extremely expensive. It was slightly expensive., adj, rel
It was slightly expensive. It was not extremely expensive., adj, rel
It was not extremely expensive. It was sort of expensive., adj, rel
It was sort of expensive. It was not extremely expensive., adj, rel
It was not ridiculously expensive. It was slightly expensive., adj, rel
It was slightly expensive. It was not ridiculously expensive., adj, rel
It was not ridiculously expensive. It was sort of expensive., adj, rel
It was sort of expensive. It was not ridiculously expensive., adj, rel
It wasn't extremely cheap. It was slightly expensive., adj, rel
It was slightly expensive. It wasn't extremely cheap., adj, rel
It wasn't extremely cheap. It was sort of expensive., adj, rel
It was sort of expensive. It wasn't extremely cheap., adj, rel
It wasn't extremely cheap. It was extremely expensive., adj, rel
It was extremely expensive. It wasn't extremely cheap., adj, rel
It wasn't extremely cheap. It was ridiculously expensive., adj, rel
It was ridiculously expensive. It wasn't extremely cheap., adj, rel
It wasn't extremely cheap. It was expensive., adj, rel
It was expensive. It wasn't extremely cheap., adj, rel
It wasn't extremely cheap. It wasn't extremely expensive., adj, rel
It wasn't extremely cheap. It wasn't ridiculously expensive., adj, rel
It wasn't extremely cheap. It wasn't expensive., adj, rel
It wasn't ridiculously cheap. It was slightly expensive., adj, rel
It was slightly expensive. It wasn't ridiculously cheap., adj, rel
It wasn't ridiculously cheap. It was sort of expensive., adj, rel
It was sort of expensive. It wasn't ridiculously cheap., adj, rel
It wasn't ridiculously cheap. It was extremely expensive., adj, rel
It was extremely expensive. It wasn't ridiculously cheap., adj, rel
It wasn't ridiculously cheap. It was ridiculously expensive., adj, rel
It was ridiculously expensive. It wasn't ridiculously cheap., adj, rel
It wasn't ridiculously cheap. It was expensive., adj, rel
It was expensive. It wasn't ridiculously cheap., adj, rel
It wasn't ridiculously cheap. It wasn't extremely expensive., adj, rel
It wasn't ridiculously cheap. It wasn't ridiculously expensive., adj, rel
It wasn't ridiculously cheap. It wasn't expensive., adj, rel
It wasn't cheap. It was slightly expensive., adj, rel
It was slightly expensive. It wasn't cheap., adj, rel
It wasn't cheap. It was sort of expensive., adj, rel
It was sort of expensive. It wasn't cheap., adj, rel
It wasn't cheap. It was extremely expensive., adj, rel
It was extremely expensive. It wasn't cheap., adj, rel
