bigram_lower,SUM,ADJ,NEG
necessarily_lighthearted,2,2,0
necessarily_libertarian,2,2,0
chronically_absent,2,2,0
particularly_sanitary,2,2,0
widely_intelligent,2,2,0
admittedly_gay,2,2,0
chiefly_interested,2,2,0
widely_misunderstood,2,2,0
unusually_rapid,2,2,0
necessarily_invincible,2,2,0
unusually_quiet,2,2,0
rather_narrow,2,2,0
particularly_scottish,2,1,1
unusually_pure,2,2,0
chiefly_valuable,2,2,0
adequately_warm,2,2,0
necessarily_intrusive,2,2,0
necessarily_intriguing,2,2,0
necessarily_intolerant,2,2,0
chillingly_good,2,2,0
necessarily_intimate,2,2,0
particularly_seamless,2,2,0
particularly_searchable,2,2,0
necessarily_islamic,2,2,0
unusually_severe,2,2,0
necessarily_lesser,2,2,0
necessarily_jaw-dropping,2,2,0
seriously_innovative,2,0,2
aesthetically_alive,2,2,0
particularly_rocky,2,2,0
adorably_lovely,2,2,0
necessarily_left-wing,2,2,0
necessarily_least,2,1,1
particularly_round,2,2,0
chemically_relaxed,2,2,0
unusually_special,2,2,0
necessarily_laden,2,2,0
particularly_rural,2,1,1
particularly_russian,2,0,2
rather_nice,2,2,0
unusually_sharp,2,2,0
necessarily_juicy,2,2,0
particularly_sadistic,2,2,0
necessarily_jubilant,2,2,0
admittedly_wrong,2,2,0
widely_famous,2,2,0
particularly_excruciating,2,2,0
not_allergic,2,2,0
ridiculously_valuable,2,2,0
all_posh,2,2,0
objectively_valid,2,2,0
utterly_worthless,2,2,0
barely_discernible,2,1,1
all_precious,2,2,0
real_loving,2,2,0
painfully_accurate,2,2,0
painfully_annoying,2,2,0
painfully_apparent,2,2,0
objectively_strong,2,2,0
painfully_awful,2,2,0
remotely_complicated,2,2,0
all_portable,2,2,0
utterly_wicked,2,1,1
objectively_reliable,2,2,0
all_poisonous,2,2,0
objectively_present,2,2,0
objectively_positive,2,2,0
objectively_poor,2,2,0
objectively_perfect,2,2,0
barely_open,2,0,2
wholly_compelling,2,2,0
real_mad,2,2,0
remotely_artistic,2,1,1
utterly_wretched,2,2,0
remotely_amicable,2,1,1
remotely_amiss,2,2,0
obnoxiously_large,2,2,0
obnoxiously_huge,2,2,0
all_preventable,2,2,0
overwhelmingly_talented,2,2,0
overwhelmingly_technological,2,1,1
obnoxiously_difficult,2,2,0
obnoxiously_cutesy,2,2,0
overwhelmingly_tough,2,1,1
obnoxiously_close,2,2,0
obnoxiously_bright,2,2,0
real_memorable,2,2,0
obnoxiously_big,2,2,0
remotely_appetizing,2,1,1
vaguely_accurate,2,2,0
all_preferable,2,2,0
barely_competent,2,2,0
remotely_articulate,2,1,1
objectively_observable,2,2,0
remotely_better,2,2,0
painfully_close,2,2,0
objectively_comparable,2,2,0
barely_usable,2,2,0
objectively_best,2,2,0
painfully_embarrassing,2,2,0
all_philosophical,2,2,0
remotely_claustrophobic,2,1,1
real_inclined,2,2,0
all_personal,2,2,0
remotely_coherent,2,1,1
nutritionally_sufficient,2,2,0
nutritionally_significant,2,2,0
painfully_fresh,2,2,0
all_permanent,2,2,0
utterly_unhappy,2,2,0
basically_awkward,2,2,0
nutritionally_perfect,2,2,0
nutritionally_optimal,2,2,0
nutritionally_ideal,2,2,0
painfully_handsome,2,2,0
nutritionally_equal,2,2,0
objectively_certain,2,2,0
painfully_easy,2,2,0
objectively_moral,2,2,0
remotely_cheap,2,2,0
objectively_measurable,2,2,0
objectively_interesting,2,2,0
wholly_compliant,2,2,0
remotely_black,2,2,0
objectively_important,2,1,1
utterly_untrue,2,2,0
real_jumpy,2,2,0
utterly_untenable,2,2,0
remotely_british,2,1,1
painfully_conscious,2,2,0
remotely_campy,2,0,2
painfully_cruel,2,2,0
remotely_catholic,2,0,2
objectively_essential,2,0,2
remotely_certain,2,2,0
remotely_chaotic,2,2,0
all_photogenic,2,2,0
painfully_earnest,2,2,0
objectively_deserving,2,1,1
all_pricey,2,2,0
badly_sexual,2,2,0
wholly_comic,2,2,0
real_passionate,2,2,0
remarkably_efficient,2,2,0
back_strong,2,2,0
real_outspoken,2,2,0
obviously_contrary,2,2,0
all_psychological,2,2,0
overwhelmingly_physical,2,2,0
remarkably_generous,2,2,0
obviously_comparable,2,2,0
obviously_close,2,2,0
vaguely_equivalent,2,2,0
overwhelmingly_pleased,2,2,0
wholly_civilized,2,2,0
all_prudent,2,2,0
remarkably_imaginative,2,2,0
badly_affected,2,2,0
overwhelmingly_possible,2,2,0
obviously_certain,2,2,0
all_promising,2,2,0
obviously_catchy,2,2,0
real_partial,2,2,0
obviously_dead,2,2,0
remarkably_inconsistent,2,1,1
obviously_decrepit,2,2,0
overwhelmingly_joyful,2,2,0
wholly_candid,2,2,0
obviously_distinct,2,2,0
obviously_dissimilar,2,2,0
real_political,2,2,0
all_rainy,2,2,0
remarkably_clean,2,2,0
overwhelmingly_long,2,2,0
obviously_disappointed,2,2,0
obviously_dire,2,2,0
remarkably_competitive,2,2,0
all_radical,2,2,0
wholly_charitable,2,2,0
remarkably_complex,2,2,0
vaguely_illegal,2,1,1
real_photogenic,2,2,0
remarkably_decorative,2,2,0
real_persuasive,2,2,0
overwhelmingly_new,2,2,0
obviously_brilliant,2,2,0
all_progressive,2,2,0
badly_scared,2,2,0
remarkably_sensitive,2,2,0
obscenely_short,2,2,0
real_noisy,2,2,0
remarkably_stable,2,2,0
real_nimble,2,2,0
overwhelmingly_significant,2,2,0
remarkably_surprising,2,2,0
remarkably_talented,2,2,0
remarkably_unique,2,2,0
obscenely_difficult,2,2,0
remarkably_unusual,2,2,0
real_negative,2,0,2
remarkably_wonderful,2,2,0
overwhelmingly_steep,2,2,0
remarkably_worse,2,2,0
real_necessary,2,2,0
badly_off,2,2,0
all_privileged,2,2,0
wholly_comforting,2,2,0
vaguely_authentic,2,2,0
remarkably_smooth,2,2,0
real_normal,2,2,0
overwhelmingly_receptive,2,2,0
remarkably_religious,2,2,0
all_profitable,2,2,0
remarkably_intelligent,2,2,0
remarkably_inventive,2,2,0
all_professional,2,2,0
obviously_beholden,2,2,0
overwhelmingly_romantic,2,2,0
remarkably_memorable,2,2,0
obviously_arbitrary,2,2,0
obviously_applicable,2,2,0
badly_drunk,2,2,0
obviously_anti-semitic,2,2,0
obviously_angry,2,2,0
obviously_amiss,2,2,0
obviously_ambitious,2,1,1
obviously_alcoholic,2,2,0
real_nostalgic,2,2,0
remarkably_noticeable,2,2,0
remarkably_novel,2,2,0
remarkably_poor,2,2,0
nutritionally_destitute,2,2,0
remotely_comprehensible,2,2,0
wholly_literal,2,2,0
remotely_fantastical,2,0,2
remotely_exotic,2,0,2
now_larger,2,2,0
now_large,2,2,0
now_jobless,2,2,0
basically_same,2,1,1
now_involved,2,2,0
remotely_exploitative,2,1,1
remotely_extreme,2,2,0
utterly_repulsive,2,1,1
real_drastic,2,2,0
remotely_comprehensive,2,2,0
utterly_reliable,2,2,0
now_important,2,2,0
now_illegal,2,2,0
remotely_festive,2,1,1
partially_open,2,2,0
remotely_fine,2,2,0
remotely_flashy,2,0,2
real_diverse,2,2,0
real_distinctive,2,1,1
wholly_damning,2,2,0
remotely_exceptional,2,0,2
partially_factual,2,2,0
now_moral,2,2,0
now_okay,2,2,0
partially_attributable,2,2,0
now_obsolete,2,2,0
partially_blind,2,2,0
now_observable,2,2,0
utterly_selfish,2,2,0
remotely_esoteric,2,0,2
remotely_essential,2,2,0
now_nomadic,2,2,0
wholly_critical,2,2,0
now_new,2,2,0
now_navigable,2,2,0
now_much,2,2,0
now_most,2,2,0
wholly_culpable,2,2,0
partially_deaf,2,2,0
all_obsolete,2,2,0
real_encouraging,2,2,0
now_more,2,1,1
remotely_free,2,2,0
remotely_friendly,2,2,0
partially_ready,2,2,0
remotely_habitable,2,2,0
particularly_accustomed,2,2,0
all_nerdy,2,2,0
now_conscious,2,2,0
real_curvy,2,2,0
utterly_outraged,2,2,0
now_comfortable,2,2,0
now_cold,2,2,0
remotely_harmful,2,1,1
utterly_ordinary,2,2,0
real_crowded,2,2,0
beautifully_expressive,2,2,0
remotely_heavy,2,2,0
utterly_offensive,2,2,0
utterly_obvious,2,2,0
utterly_obsessed,2,2,0
wholly_deserving,2,2,0
remotely_heroic,2,0,2
now_blind,2,2,0
remotely_high,2,2,0
all_neutral,2,2,0
now_customary,2,2,0
utterly_preposterous,2,2,0
remotely_green,2,2,0
utterly_powerless,2,2,0
now_expired,2,2,0
all_objective,2,2,0
partially_right,2,2,0
wholly_decisive,2,2,0
partially_visible,2,2,0
particularly_able,2,2,0
beautifully_bizarre,2,2,0
particularly_abrasive,2,2,0
particularly_absorbent,2,2,0
particularly_abstract,2,2,0
remotely_graphic,2,1,1
now_difficult,2,2,0
particularly_abusive,2,0,2
remotely_gratuitous,2,2,0
remotely_greasy,2,2,0
remotely_great,2,2,0
now_democratic,2,2,0
now_dear,2,2,0
now_old,2,2,0
basically_perfect,2,2,0
now_other,2,0,2
remotely_cosy,2,1,1
numbingly_dull,2,1,1
real_graceful,2,2,0
numbingly_cold,2,2,0
painfully_serious,2,2,0
remotely_creepy,2,1,1
painfully_short,2,2,0
real_glorious,2,2,0
remotely_crunchy,2,0,2
painfully_stupid,2,2,0
real_full,2,2,0
all_orthodox,2,2,0
utterly_subject,2,2,0
now_widespread,2,2,0
remotely_daring,2,0,2
remotely_debatable,2,2,0
basically_identical,2,2,0
remotely_decorative,2,1,1
real_fresh,2,2,0
remotely_deep,2,1,1
numbingly_familiar,2,2,0
all_outrageous,2,2,0
remotely_definitive,2,1,1
real_greedy,2,2,0
all_partisan,2,2,0
remotely_condescending,2,1,1
remotely_conducive,2,2,0
utterly_tragic,2,1,1
numerically_specific,2,2,0
numerically_small,2,2,0
numerically_significant,2,2,0
utterly_thrilled,2,2,0
real_hospitable,2,2,0
remotely_constructive,2,2,0
all_parallel,2,2,0
numerically_dominant,2,2,0
remotely_controlled,2,2,0
wholly_contradictory,2,2,0
basically_essential,2,2,0
painfully_real,2,2,0
all_outstanding,2,2,0
remotely_convinced,2,2,0
real_handy,2,2,0
now_unusual,2,2,0
now_underway,2,2,0
now_outdated,2,2,0
wholly_cooperative,2,2,0
remotely_egotistical,2,2,0
now_public,2,2,0
real_flavorful,2,2,0
real_flattering,2,2,0
remotely_elderly,2,2,0
all_omnipotent,2,2,0
remotely_eligible,2,2,0
real_favorable,2,2,0
palpably_arbitrary,2,2,0
all_official,2,2,0
remotely_elitist,2,2,0
basically_new,2,2,0
all_odd,2,2,0
real_excellent,2,2,0
remotely_empty,2,2,0
remotely_endearing,2,2,0
real_exact,2,2,0
remotely_enlightened,2,1,1
remotely_enthusiastic,2,2,0
remotely_efficient,2,2,0
now_redundant,2,2,0
remotely_deserving,2,2,0
remotely_educational,2,2,0
real_formal,2,2,0
now_unaware,2,2,0
remotely_desirable,2,2,0
now_tired,2,2,0
remotely_disappointed,2,2,0
remotely_disappointing,2,2,0
utterly_specific,2,2,0
remotely_disconcerting,2,1,1
painfully_unfunny,2,2,0
now_suitable,2,2,0
utterly_solemn,2,2,0
remotely_doable,2,2,0
painfully_wrong,2,1,1
now_serious,2,2,0
remotely_drunk,2,2,0
real_fluent,2,2,0
all_operational,2,2,0
now_replete,2,2,0
remotely_edible,2,0,2
remarkably_capable,2,2,0
overwhelmingly_interesting,2,2,0
overwhelmingly_intense,2,2,0
relatively_rational,2,2,0
relatively_poor,2,2,0
oddly_appropriate,2,2,0
occasionally_wrong,2,2,0
all_slimy,2,2,0
relatively_primitive,2,2,0
all_slim,2,2,0
relatively_prosperous,2,2,0
overtly_theological,2,2,0
vastly_dissimilar,2,2,0
wholly_annoyed,2,2,0
remarkably_brilliant,2,2,0
relatively_recent,2,2,0
overtly_thrilled,2,2,0
overtly_thrilling,2,0,2
all_skittish,2,2,0
overtly_topical,2,2,0
relatively_secure,2,2,0
wholly_annoying,2,2,0
occasionally_ill-equipped,2,2,0
overtly_trashy,2,2,0
all_slippery,2,2,0
relatively_peaceful,2,2,0
overtly_sympathetic,2,2,0
relatively_open,2,1,1
real_thankful,2,2,0
relatively_important,2,2,0
awfully_impressive,2,2,0
overtly_socialist,2,2,0
overtly_sour,2,2,0
real_tender,2,2,0
awfully_interested,2,2,0
overtly_special,2,0,2
overtly_spicy,2,2,0
off_ill,2,2,0
all_sober,2,2,0
all_smug,2,2,0
relatively_invisible,2,2,0
overtly_suicidal,2,2,0
relatively_low-risk,2,2,0
oddly_high,2,2,0
awfully_late,2,2,0
real_tactful,2,2,0
overtly_suspicious,2,1,1
relatively_soft,2,2,0
occasionally_great,2,2,0
occasionally_funny,2,2,0
obviously_unworthy,2,2,0
vanishingly_small,2,2,0
obviously_unjust,2,2,0
overtly_vulgar,2,1,1
relatively_unproductive,2,2,0
obviously_unfit,2,2,0
overtly_weak,2,2,0
obviously_unfair,2,1,1
obviously_unethical,2,2,0
relatively_unscathed,2,2,0
overtly_wealthy,2,2,0
awfully_serious,2,1,1
obviously_trendy,2,2,0
relatively_warm,2,2,0
relatively_wealthy,2,2,0
relentlessly_bleak,2,2,0
obviously_threatening,2,0,2
all_showy,2,2,0
obviously_thin,2,2,0
all_shocking,2,2,0
real_straightforward,2,2,0
overtly_upset,2,2,0
relatively_stable,2,2,0
obviously_upset,2,2,0
occasionally_entertaining,2,1,1
overtly_trendy,2,2,0
vastly_costly,2,2,0
relatively_successful,2,2,0
occasionally_brilliant,2,2,0
occasionally_boring,2,2,0
overtly_ugly,2,2,0
occasionally_beautiful,2,2,0
relatively_tame,2,2,0
real_stupid,2,2,0
relatively_true,2,2,0
occasionally_amusing,2,2,0
awfully_old,2,2,0
obviously_worried,2,2,0
obviously_wise,2,2,0
relatively_uncommon,2,2,0
vastly_available,2,2,0
real_strange,2,2,0
obviously_valid,2,2,0
relatively_healthy,2,2,0
all_solemn,2,2,0
all_solid,2,2,0
real_wet,2,2,0
officially_possible,2,2,0
all_strategic,2,2,0
awfully_clear,2,2,0
overtly_problematic,2,2,0
vastly_unequal,2,2,0
real_welcome,2,2,0
overtly_prominent,2,2,0
regularly_easy,2,2,0
wholly_academic,2,2,0
regularly_efficient,2,2,0
awfully_concerned,2,2,0
officially_married,2,2,0
officially_mandatory,2,2,0
overtly_queer,2,2,0
wholly_accessible,2,2,0
awfully_contradictory,2,2,0
all_stellar,2,2,0
officially_informed,2,2,0
officially_independent,2,2,0
all_streaky,2,2,0
all_stringent,2,2,0
awfully_crowded,2,2,0
real_white,2,2,0
overtly_narrative,2,2,0
overtly_nasty,2,1,1
realistically_affordable,2,2,0
often_affordable,2,2,0
overtly_new,2,1,1
overtly_noisy,2,2,0
refreshingly_new,2,1,1
overtly_nostalgic,2,2,0
officially_willing,2,2,0
overtly_nutty,2,1,1
all_subservient,2,2,0
regionally_available,2,2,0
officially_valid,2,2,0
realistically_accurate,2,2,0
officially_sure,2,2,0
overtly_pagan,2,2,0
real_willing,2,2,0
overtly_philosophical,2,2,0
regularly_able,2,2,0
officially_historic,2,2,0
overtly_radical,2,2,0
overtly_shocking,2,1,1
overtly_sad,2,2,0
vastly_important,2,2,0
offensively_skilled,2,2,0
overtly_seasonal,2,1,1
offensively_silly,2,2,0
awfully_funny,2,2,0
relatively_cheaper,2,2,0
overtly_sectarian,2,2,0
offensively_proficient,2,2,0
relatively_consistent,2,2,0
real_tricky,2,0,2
offensively_minded,2,2,0
offensively_inoffensive,2,2,0
offensively_inept,2,2,0
offensively_gifted,2,2,0
offensively_explosive,2,2,0
offensively_efficient,2,2,0
all_southern,2,2,0
real_tired,2,2,0
all_sour,2,2,0
awfully_fond,2,2,0
offensively_ugly,2,2,0
vastly_older,2,2,0
offensively_young,2,2,0
regularly_possible,2,2,0
officially_endangered,2,2,0
awfully_dangerous,2,2,0
officially_effective,2,2,0
officially_detailed,2,2,0
all_static,2,2,0
regularly_proud,2,2,0
officially_crazy,2,2,0
officially_connected,2,2,0
regularly_simple,2,2,0
awfully_different,2,2,0
officially_catholic,2,2,0
relatively_advanced,2,2,0
real_unhappy,2,2,0
relatively_affluent,2,1,1
relatively_affordable,2,2,0
officially_atheist,2,2,0
vastly_inexperienced,2,2,0
officially_accessible,2,2,0
all_shitty,2,2,0
wholly_articulate,2,2,0
relentlessly_depressing,2,2,0
obviously_influential,2,2,0
all_rotten,2,2,0
religiously_coercive,2,2,0
all_robust,2,2,0
religiously_compatible,2,2,0
obviously_impressed,2,2,0
vaguely_plausible,2,2,0
religiously_correct,2,2,0
real_regular,2,2,0
obviously_imminent,2,2,0
vaguely_offensive,2,1,1
religiously_diverse,2,2,0
obviously_ideal,2,2,0
obviously_hypocritical,2,2,0
overwhelmingly_extensive,2,2,0
religiously_exclusive,2,2,0
religiously_faithful,2,2,0
religiously_free,2,2,0
obviously_high,2,2,0
real_reasonable,2,2,0
obviously_indian,2,2,0
obviously_innocent,2,2,0
obviously_hard,2,2,0
real_respectful,2,2,0
obviously_loose,2,1,1
wholly_beholden,2,2,0
reliably_successful,2,2,0
obviously_liberal,2,2,0
obviously_lawful,2,2,0
overwhelmingly_distracting,2,2,0
reliably_unreliable,2,2,0
obviously_larger,2,2,0
obviously_lame,2,2,0
obviously_knowledgeable,2,2,0
all_runny,2,2,0
overwhelmingly_dramatic,2,2,0
reliably_wrong,2,2,0
overwhelmingly_earthy,2,2,0
religiously_acceptable,2,2,0
real_responsible,2,2,0
obviously_interesting,2,2,0
obviously_interested,2,2,0
religiously_appropriate,2,2,0
overwhelmingly_feminine,2,2,0
religiously_intolerant,2,2,0
real_sanguine,2,2,0
obviously_fabulous,2,2,0
real_proactive,2,2,0
wholly_blind,2,2,0
all_reflective,2,2,0
obviously_exempt,2,2,0
religiously_wrong,2,2,0
real_prepared,2,2,0
back_more,2,2,0
obviously_evident,2,2,0
obviously_essential,2,2,0
obviously_erotic,2,2,0
remarkably_accurate,2,2,0
remarkably_affordable,2,2,0
vaguely_interesting,2,1,1
remarkably_astute,2,2,0
real_predictable,2,2,0
remarkably_beautiful,2,2,0
all_recoverable,2,2,0
all_recognisable,2,2,0
back_online,2,2,0
obviously_extreme,2,2,0
obviously_fair,2,2,0
obviously_greater,2,2,0
religiously_tolerant,2,2,0
overwhelmingly_flavorful,2,2,0
back_enough,2,2,0
overwhelmingly_frequent,2,2,0
overwhelmingly_fruity,2,2,0
religiously_knowledgeable,2,2,0
obviously_gothic,2,2,0
overwhelmingly_full,2,2,0
all_restrictive,2,2,0
religiously_necessary,2,2,0
back_heavy,2,2,0
religiously_obligatory,2,2,0
real_prominent,2,1,1
religiously_orthodox,2,2,0
obviously_flawed,2,2,0
obviously_flashy,2,2,0
all_renewable,2,2,0
overwhelmingly_harmful,2,2,0
obviously_feeble,2,2,0
religiously_restrictive,2,2,0
reliably_secret,2,2,0
overwhelmingly_dense,2,2,0
awfully_smart,2,2,0
relentlessly_optimistic,2,2,0
obviously_sexist,2,2,0
obviously_severe,2,2,0
relentlessly_upbeat,2,2,0
obviously_rude,2,2,0
awfully_successful,2,2,0
wholly_attributable,2,2,0
all_selfless,2,2,0
awfully_surprising,2,2,0
obviously_ridiculous,2,2,0
obviously_religious,2,2,0
vaguely_sexist,2,2,0
reliably_comparable,2,2,0
reliably_competent,2,2,0
obviously_real,2,2,0
overwhelmingly_bleak,2,2,0
real_slow,2,1,1
overwhelmingly_brilliant,2,2,0
obviously_ready,2,2,0
wholly_authoritarian,2,2,0
obviously_sexual,2,1,1
vaguely_suggestive,2,1,1
obviously_qualified,2,2,0
obviously_simple,2,2,0
obviously_suspicious,2,0,2
obviously_suitable,2,2,0
obviously_successful,2,2,0
obviously_subject,2,2,0
overwhelmingly_acidic,2,2,0
awfully_specific,2,2,0
relentlessly_entertaining,2,2,0
all_shady,2,2,0
relentlessly_funny,2,2,0
vaguely_surprised,2,2,0
overwhelmingly_alcoholic,2,2,0
awfully_steep,2,2,0
obviously_smart,2,2,0
all_sexual,2,2,0
all_sexist,2,2,0
real_sociable,2,2,0
obviously_slow,2,2,0
all_serene,2,2,0
obviously_sincere,2,2,0
vaguely_scientific,2,2,0
wholly_autobiographical,2,2,0
wholly_bare,2,2,0
obviously_objectionable,2,2,0
obviously_nonsensical,2,2,0
reliably_positive,2,2,0
obviously_nervous,2,2,0
overwhelmingly_confident,2,2,0
overwhelmingly_confusing,2,2,0
real_severe,2,1,1
obviously_nefarious,2,1,1
vaguely_realistic,2,2,0
overwhelmingly_cool,2,2,0
reliably_random,2,2,0
obviously_mistaken,2,2,0
real_secure,2,2,0
reliably_redundant,2,2,0
reliably_related,2,2,0
obviously_menacing,2,2,0
all_sanguine,2,2,0
obviously_meaningful,2,2,0
obviously_masculine,2,2,0
all_saddened,2,2,0
all_savvy,2,2,0
overwhelmingly_complicated,2,2,0
obviously_psychotic,2,2,0
reliably_lucrative,2,2,0
overwhelmingly_charismatic,2,2,0
vaguely_rude,2,0,2
obviously_powerful,2,2,0
real_shy,2,2,0
obviously_positive,2,2,0
obviously_popular,2,2,0
reliably_funny,2,2,0
obviously_pleased,2,2,0
all_scrupulous,2,2,0
real_shocking,2,2,0
obviously_playful,2,2,0
overwhelmingly_comfortable,2,2,0
real_shocked,2,2,0
overwhelmingly_common,2,2,0
obviously_photogenic,2,2,0
reliably_identifiable,2,2,0
obviously_painful,2,2,0
all_sceptical,2,2,0
obviously_odd,2,1,1
remotely_hilarious,2,2,0
all_mundane,2,2,0
now_awake,2,0,2
not_lofty,2,2,0
bit_frivolous,2,2,0
remotely_willing,2,2,0
not_memorable,2,2,0
remotely_witty,2,1,1
particularly_detectable,2,2,0
not_mature,2,1,1
readily_undone,2,2,0
not_lucky,2,2,0
all_foolish,2,2,0
all_flowery,2,2,0
remotely_tedious,2,1,1
wholly_inactive,2,2,0
not_little,2,2,0
not_literal,2,2,0
not_likeable,2,2,0
not_liberal,2,2,0
particularly_disagreeable,2,1,1
bit_vicious,2,2,0
reportedly_present,2,2,0
bit_worried,2,2,0
all_forlorn,2,2,0
not_mindful,2,1,1
bit_fatigued,2,2,0
not_moot,2,2,0
not_noticeable,2,2,0
utterly_conventional,2,2,0
not_noisy,2,2,0
not_noble,2,2,0
bit_concerned,2,2,0
all_fraudulent,2,2,0
bit_credible,2,2,0
particularly_derogatory,2,2,0
not_negligible,2,2,0
not_negative,2,2,0
bit_daunting,2,2,0
not_native,2,2,0
utterly_confused,2,2,0
utterly_confident,2,2,0
all_frail,2,2,0
not_motivated,2,2,0
bit_dull,2,2,0
bit_expensive,2,2,0
utterly_conclusive,2,2,0
bitingly_cold,2,2,0
reportedly_serious,2,2,0
wholly_incomprehensible,2,2,0
all_fastidious,2,2,0
not_indian,2,2,0
particularly_disrespectful,2,1,1
not_incompatible,2,2,0
bitterly_partisan,2,2,0
utterly_bewildering,2,2,0
all_far-fetched,2,2,0
bitterly_severe,2,2,0
utterly_believable,2,1,1
richly_clad,2,2,0
particularly_distasteful,2,2,0
richly_ideal,2,2,0
not_hyperbole,2,2,0
not_hygienic,2,2,0
wholly_incorrect,2,2,0
utterly_awesome,2,2,0
all_fake,2,2,0
all_faithful,2,2,0
particularly_distinguishing,2,0,2
utterly_ashamed,2,2,0
bitterly_ironic,2,2,0
particularly_disgruntled,2,2,0
not_late,2,2,0
utterly_black,2,2,0
not_last,2,2,0
not_lame,2,2,0
particularly_disciplined,2,2,0
bitingly_funny,2,2,0
particularly_disconcerting,2,2,0
