sentences, pos, scale_type
It was slightly tight. It was not loose but it was not extremely tight either., adj, rel
It was not extremely tight but it was not loose either. It was slightly tight., adj, rel
It was not loose but it was not extremely tight either. It was slightly tight., adj, rel
It was not extremely loose. It was slightly tight., adj, rel
It was slightly tight. It was not extremely loose., adj, rel
It was not extremely loose. It was extremely tight., adj, rel
It was extremely tight. It was not extremely loose., adj, rel
It was not extremely loose. It was tight., adj, rel
It was tight. It was not extremely loose., adj, rel
It was not extremely loose. It was not extremely tight., adj, rel
It was not extremely loose. It was not tight., adj, rel
It was not loose. It was slightly tight., adj, rel
It was slightly tight. It was not loose., adj, rel
It was not loose. It was extremely tight., adj, rel
It was extremely tight. It was not loose., adj, rel
It was not loose. It was tight., adj, rel
It was tight. It was not loose., adj, rel
It was not loose. It was not extremely tight., adj, rel
It was not loose. It was not tight., adj, rel
It was not extremely loose. It was slightly loose., adj, rel
It was slightly loose. It was not extremely loose., adj, rel
It was slightly loose. It was not extremely loose but it was not tight either., adj, rel
It was slightly loose. It was not tight but it was not extremely loose either., adj, rel
It was not extremely loose but it was not tight either. It was slightly loose., adj, rel
It was not tight but it was not extremely loose either. It was slightly loose., adj, rel
It was not extremely hot. It was slightly cold., adj, rel
It was slightly cold. It was not extremely hot., adj, rel
It was not extremely hot. It was extremely cold., adj, rel
It was extremely cold. It was not extremely hot., adj, rel
It was not extremely hot. It was cold., adj, rel
It was cold. It was not extremely hot., adj, rel
It was not extremely hot. It was not extremely cold., adj, rel
It was not extremely hot. It was not cold., adj, rel
It was not hot. It was slightly cold., adj, rel
It was slightly cold. It was not hot., adj, rel
It was not hot. It was extremely cold., adj, rel
It was extremely cold. It was not hot., adj, rel
It was not hot. It was cold., adj, rel
It was cold. It was not hot., adj, rel
It was not hot. It was not extremely cold., adj, rel
It was not hot. It was not cold., adj, rel
It was not extremely hot. It was slightly hot., adj, rel
It was slightly hot. It was not extremely hot., adj, rel
It was slightly hot. It was not extremely hot but it was not cold either., adj, rel
It was slightly hot. It was not cold but it was not extremely hot either., adj, rel
It was not extremely hot but it was not cold either. It was slightly hot., adj, rel
It was not cold but it was not extremely hot either. It was slightly hot., adj, rel
It was not extremely cold. It was slightly hot., adj, rel
It was slightly hot. It was not extremely cold., adj, rel
It was not extremely cold. It was extremely hot., adj, rel
It was extremely hot. It was not extremely cold., adj, rel
It was not extremely cold. It was hot., adj, rel
It was hot. It was not extremely cold., adj, rel
It was not extremely cold. It was not extremely hot., adj, rel
It was not extremely cold. It was not hot., adj, rel
It was not cold. It was slightly hot., adj, rel
It was slightly hot. It was not cold., adj, rel
It was not cold. It was extremely hot., adj, rel
It was extremely hot. It was not cold., adj, rel
It was not cold. It was hot., adj, rel
It was hot. It was not cold., adj, rel
It was not cold. It was not extremely hot., adj, rel
It was not cold. It was not hot., adj, rel
It was not extremely cold. It was slightly cold., adj, rel
It was slightly cold. It was not extremely cold., adj, rel
It was slightly cold. It was not extremely cold but it was not hot either., adj, rel
It was slightly cold. It was not hot but it was not extremely cold either., adj, rel
It was not extremely cold but it was not hot either. It was slightly cold., adj, rel
It was not hot but it was not extremely cold either. It was slightly cold., adj, rel
It was not entirely wet. It was sort of dry., adj, abs
It was sort of dry. It was not entirely wet., adj, abs
It was not entirely wet. It was entirely dry., adj, abs
It was entirely dry. It was not entirely wet., adj, abs
It was not entirely wet. It was dry., adj, abs
It was dry. It was not entirely wet., adj, abs
It was not entirely wet. It was not entirely dry., adj, abs
It was not entirely wet. It was not dry., adj, abs
It was not wet. It was sort of dry., adj, abs
It was sort of dry. It was not wet., adj, abs
It was not wet. It was entirely dry., adj, abs
It was entirely dry. It was not wet., adj, abs
It was not wet. It was dry., adj, abs
It was dry. It was not wet., adj, abs
It was not wet. It was not entirely dry., adj, abs
It was not wet. It was not dry., adj, abs
It was not entirely wet. It was sort of wet., adj, abs
It was sort of wet. It was not entirely wet., adj, abs
It was sort of wet. It was not entirely wet but it was not dry either., adj, abs
It was sort of wet. It was not dry but it was not entirely wet either., adj, abs
It was not entirely wet but it was not dry either. It was sort of wet., adj, abs
It was not dry but it was not entirely wet either. It was sort of wet., adj, abs
It was not entirely dry. It was sort of wet., adj, abs
It was sort of wet. It was not entirely dry., adj, abs
It was not entirely dry. It was entirely wet., adj, abs
It was entirely wet. It was not entirely dry., adj, abs
It was not entirely dry. It was wet., adj, abs
It was wet. It was not entirely dry., adj, abs
It was not entirely dry. It was not entirely wet., adj, abs
It was not entirely dry. It was not wet., adj, abs
It was not dry. It was sort of wet., adj, abs
It was sort of wet. It was not dry., adj, abs
It was not dry. It was entirely wet., adj, abs
It was entirely wet. It was not dry., adj, abs
It was not dry. It was wet., adj, abs
It was wet. It was not dry., adj, abs
It was not dry. It was not entirely wet., adj, abs
It was not dry. It was not wet., adj, abs
It was not entirely dry. It was sort of dry., adj, abs
It was sort of dry. It was not entirely dry., adj, abs
It was sort of dry. It was not entirely dry but it was not wet either., adj, abs
It was sort of dry. It was not wet but it was not entirely dry either., adj, abs
It was not entirely dry but it was not wet either. It was sort of dry., adj, abs
It was not wet but it was not entirely dry either. It was sort of dry., adj, abs
It was not entirely full. It was sort of empty., adj, abs
It was sort of empty. It was not entirely full., adj, abs
It was not entirely full. It was entirely empty., adj, abs
It was entirely empty. It was not entirely full., adj, abs
It was not entirely full. It was empty., adj, abs
It was empty. It was not entirely full., adj, abs
It was not entirely full. It was not entirely empty., adj, abs
It was not entirely full. It was not empty., adj, abs
It was not full. It was sort of empty., adj, abs
It was sort of empty. It was not full., adj, abs
It was not full. It was entirely empty., adj, abs
It was entirely empty. It was not full., adj, abs
It was not full. It was empty., adj, abs
It was empty. It was not full., adj, abs
It was not full. It was not entirely empty., adj, abs
It was not full. It was not empty., adj, abs
It was not entirely full. It was sort of full., adj, abs
It was sort of full. It was not entirely full., adj, abs
It was sort of full. It was not entirely full but it was not empty either., adj, abs
It was sort of full. It was not empty but it was not entirely full either., adj, abs
It was not entirely full but it was not empty either. It was sort of full., adj, abs
It was not empty but it was not entirely full either. It was sort of full., adj, abs
It was not entirely empty. It was sort of full., adj, abs
It was sort of full. It was not entirely empty., adj, abs
It was not entirely empty. It was entirely full., adj, abs
