adj_lemma,SUM,very,more,most,so,not,as,too,really,much,pretty,less,even,also,quite,extremely,how,still,highly,always,just,relatively,completely,particularly,far,only,now,all,incredibly,fairly,especially,truly,increasingly,rather,absolutely,slightly,almost,super,totally,entirely,that,well,often,no,already,somewhat,equally,long,fully,potentially,perfectly,deeply,actually,mostly,nearly,significantly,probably,both,never,politically,seemingly,least,generally,sometimes,usually,surprisingly,ever,largely,currently,definitely,overly,any,certainly,immediately,simply,real,easily,yet,readily,once,environmentally,hugely,exceptionally,otherwise,clearly,unusually,about,mentally,physically,remarkably,virtually,socially,terribly,utterly,partly,genuinely,seriously,reasonably,damn,however,exactly,way,wildly,little,financially,considerably,then,historically,hardly,perhaps,brand,obviously,necessarily,sexually,therefore,consistently,extraordinarily,directly,widely,barely,amazingly,economically,inherently,mutually,apparently,previously,finally,technically,visually,immensely,naturally,emotionally,vastly,typically,sufficiently,critically,wide,substantially,ridiculously,wonderfully,second,indeed,purely,downright,fundamentally,uniquely,personally,similarly,wholly,openly,predominantly,publicly,kinda,commercially,exceedingly,culturally,heavily,thoroughly,notoriously,comparatively,plain,morally,likely,painfully,half,closely,essentially,overwhelmingly,possibly,legally,ultimately,statistically,intensely,enormously,dangerously,profoundly,insanely,mainly,awfully,moderately,primarily,tremendously,extra,somehow,radically,darn,practically,over,unbelievably,normally,instantly,newly,basically,pleasantly,again,technologically,merely,minimally,supposedly,thus,strictly,infinitely,initially,aesthetically,remotely,vitally,distinctly,mildly,fiercely,decidedly,rarely,dramatically,maybe,strikingly,traditionally,kind,enough,horribly,strangely,terminally,of,partially,beautifully,constantly,altogether,further,medically,freely,unexpectedly,oddly,noticeably,suddenly,roughly,acutely,forever,abundantly,sharply,brutally,impossibly,massively,fiscally,excessively,eerily,undeniably,near,deceptively,occasionally,frequently,supremely,stunningly,vaguely,broadly,universally,visibly,beyond,notably,shockingly,solely,reportedly,than,chronically,strongly,clinically,marginally,literally,up,keenly,albeit,progressively,back,globally,intellectually,longer,first,cautiously,doubly,disproportionately,though,abnormally,undoubtedly,officially,exclusively,desperately,markedly,surely,formerly,understandably,deliciously,non,specifically,severely,greatly,overtly,allegedly,overall,refreshingly,crystal,admittedly,famously,eternally,genetically,drastically,bad,patently,delightfully,strategically,astonishingly,nationally,racially,scientifically,endlessly,ecologically,biologically,out,soon,woefully,humanly
holy,10342,596,790,4959,609,416,417,191,48,51,4,132,67,107,14,29,26,43,1,28,14,2,45,57,7,37,24,68,12,1,47,149,4,2,42,8,196,8,9,12,4,0,8,20,30,6,26,22,15,6,131,25,7,3,7,3,0,16,12,0,6,5,3,3,0,1,18,0,0,2,1,8,6,1,6,3,0,9,0,46,0,1,12,2,2,0,3,0,0,2,2,0,0,24,0,20,1,0,3,25,3,0,0,0,0,0,10,3,5,2,0,6,6,1,16,0,12,0,0,1,1,0,18,0,2,2,0,0,0,3,3,0,0,0,8,0,0,0,1,7,13,27,1,7,0,9,9,2,18,0,0,0,4,0,7,0,0,2,0,1,0,5,0,0,3,0,7,1,3,1,2,0,1,0,1,10,0,0,1,0,3,13,2,14,0,0,6,0,0,1,1,1,0,0,2,0,2,0,24,4,2,87,0,0,3,0,3,0,0,1,0,0,2,0,1,0,3,0,4,1,0,2,1,0,9,0,0,0,0,1,0,2,0,0,9,0,0,0,4,0,0,1,1,0,0,0,1,0,12,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,1,0,1,0,3,0,0,0,0,1,4,0,0,0,2,0,1,1,4,0,0,0,0,2,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
committed,10289,1869,1556,448,521,10,404,53,131,80,110,423,2,50,19,86,239,153,101,12,8,0,129,15,1,23,25,15,35,11,13,184,18,2,371,0,1,0,400,23,20,1,9,0,108,3,111,19,918,1,0,576,2,1,5,1,0,1,0,38,4,5,3,1,0,0,15,5,4,6,6,0,6,1,3,6,0,16,0,9,4,4,4,4,17,8,2,1,0,5,1,40,0,20,0,58,13,0,1,1,0,0,0,0,5,0,3,1,3,1,0,5,7,1,3,4,16,0,1,0,3,0,0,2,11,2,3,1,0,1,0,15,0,0,22,0,0,0,0,4,0,3,0,0,7,2,55,11,27,8,0,29,0,0,0,0,20,10,0,0,1,8,3,0,0,0,2,1,0,8,1,0,17,2,1,22,1,0,1,2,1,11,0,0,2,1,0,5,0,0,0,10,3,0,0,1,0,0,4,0,3,0,3,0,1,0,0,0,46,1,1,0,0,1,0,0,3,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,1,0,0,0,0,5,0,0,1,3,0,1,0,0,0,3,2,3,0,111,0,0,0,0,3,0,0,0,1,2,6,2,1,5,0,0,0,0,20,1,0,0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
terrified,10288,77,519,132,1819,356,255,845,186,56,126,83,63,324,95,55,45,363,1,119,246,1,285,10,0,9,181,198,17,14,10,116,49,18,1068,150,50,15,79,5,3,3,55,0,60,50,60,38,4,1,4,16,115,14,5,1,66,146,5,0,17,2,19,11,19,1,0,5,6,10,5,0,5,17,62,0,6,16,0,39,0,0,1,3,109,0,0,0,2,0,2,0,2,211,4,109,6,4,4,5,1,0,1,2,1,0,14,0,0,5,0,51,1,2,4,0,0,0,0,0,0,0,3,1,26,2,0,0,0,3,11,3,0,2,12,0,0,0,1,1,1,6,0,70,1,1,8,4,0,3,0,1,10,0,4,0,0,14,1,0,17,0,14,0,31,0,0,3,6,1,2,0,5,0,0,2,2,0,0,8,0,0,1,1,0,2,2,2,0,2,15,0,10,0,3,0,13,0,7,4,0,2,36,0,1,0,0,33,0,0,0,0,2,0,1,0,2,6,3,0,0,6,0,52,1,4,0,0,1,2,2,60,0,1,5,0,0,0,0,2,0,3,0,1,1,0,2,3,0,0,6,0,2,32,19,0,0,0,22,0,1,1,1,2,37,2,0,3,0,1,0,0,0,21,0,0,1,5,0,5,3,0,2,0,3,1,48,2,0,0,0,6,0,1,2,0,0,5,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0
endure,10278,55,1754,7295,261,17,49,4,19,33,7,57,4,10,15,13,0,19,6,14,5,25,0,15,2,22,17,2,12,1,4,40,0,13,1,1,0,2,0,0,0,6,7,0,5,2,31,68,0,11,0,3,2,2,0,0,4,6,1,2,3,6,0,5,0,23,28,0,16,2,0,0,1,1,5,4,0,3,0,0,1,1,2,0,0,4,17,3,8,41,0,0,0,2,1,3,0,0,0,2,1,0,1,0,1,1,0,2,0,3,0,0,2,0,2,3,1,0,1,0,0,0,1,0,3,0,0,0,1,0,1,2,0,0,0,0,0,0,1,4,0,1,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,1,8,0,0,1,0,3,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7,0,0,0,4,2,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,3,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
crisp,10274,1363,867,89,738,388,1490,171,271,10,115,164,11,44,154,89,10,403,2,98,125,46,28,54,0,11,19,60,114,121,46,18,8,33,14,497,99,164,10,5,11,7,11,0,10,47,33,11,6,1,399,0,0,25,16,0,1,34,5,0,0,0,27,5,25,95,24,1,0,10,28,0,6,0,2,43,0,43,0,32,0,0,62,17,0,30,3,1,0,75,1,0,3,2,2,1,6,21,7,1,18,0,0,2,0,0,8,0,4,0,0,0,2,0,1,41,8,0,0,23,60,0,0,2,1,0,5,0,8,0,2,0,0,23,7,0,0,0,5,124,1,5,0,0,0,15,0,17,0,0,0,0,2,0,5,0,0,9,0,1,3,0,0,1,2,0,0,0,0,0,0,0,8,1,0,0,6,0,0,12,0,1,31,2,0,3,0,1,11,7,1,3,1,41,2,1,2,0,0,1,0,0,1,1,0,0,4,10,1,7,2,3,3,8,2,0,7,0,1,0,3,1,134,1,1,1,0,0,2,4,4,4,0,1,3,0,2,2,14,0,0,1,1,0,0,1,4,0,8,25,1,0,1,1,0,4,6,0,0,0,0,2,0,1,0,3,0,1,1,1,0,0,2,1,0,0,0,4,0,0,0,0,0,0,1,0,0,99,0,0,1,0,0,0,5,107,0,0,2,0,0,0,0,0,74,0,9,0,0,0,1,0,0,0,0,0,0
unfamiliar,10218,468,241,134,548,1281,209,166,52,25,74,17,21,115,141,36,12,463,9,7,82,341,1089,17,7,38,34,48,3,55,9,15,46,81,12,57,21,2,576,388,13,3,219,1,13,163,46,11,1,37,2,18,17,124,2,0,124,33,1,2,27,1,88,49,26,21,0,408,21,7,1,0,16,0,55,1,0,72,0,27,0,2,1,65,43,0,0,0,0,4,3,1,10,90,1,4,1,2,1,19,23,0,13,5,0,0,15,6,36,86,0,29,5,0,18,0,1,0,1,0,0,0,2,0,66,220,0,1,0,1,2,0,14,10,6,0,0,0,1,1,0,5,1,1,5,2,20,11,163,0,1,0,3,0,1,18,0,14,1,10,1,0,98,2,0,0,10,3,28,0,3,0,0,2,3,5,1,4,1,2,1,1,0,26,16,0,3,0,0,3,0,6,4,1,6,0,8,0,1,5,0,0,27,0,3,0,9,2,0,15,0,0,15,13,0,0,1,2,37,0,1,2,0,2,41,2,0,0,0,9,0,20,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,4,0,0,5,3,1,0,1,0,8,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,2,6,0,1,1,4,0,1,0,0,0,0,3,7,9,4,0,0,0,0,0,1,0,9,0,12,0,0,0,2,0,0,6,0,0,0,0,0,1,0,0,0,0,18,0
incapable,10218,17,49,23,280,223,545,23,49,52,13,5,53,178,181,2,9,172,8,11,143,4,869,4,7,77,93,31,1,6,4,57,100,14,175,1,237,0,386,133,10,4,125,0,25,14,79,2,17,3,15,2,68,28,61,0,78,17,4,14,284,1,70,11,33,4,7,154,63,3,0,0,27,1,509,1,0,22,0,8,0,1,0,106,127,2,2,266,615,5,98,11,4,605,3,16,7,0,2,3,0,0,1,0,58,0,12,3,2,24,0,64,17,4,150,9,0,0,0,0,0,3,125,1,178,15,3,20,1,0,22,43,1,9,0,0,0,8,4,0,0,12,1,4,93,21,8,9,150,0,0,0,0,0,0,10,0,14,13,0,3,39,33,2,0,0,33,1,8,67,24,2,0,0,2,7,0,0,0,0,1,0,0,94,6,0,48,0,1,13,1,0,37,0,8,4,12,0,19,97,1,2,3,0,0,0,1,0,0,1,0,0,4,2,3,0,0,2,8,11,1,7,0,0,28,0,35,0,1,3,1,31,0,0,20,0,0,2,0,0,3,0,0,0,0,0,2,19,2,1,0,2,3,5,0,1,3,0,1,0,30,0,9,0,78,2,0,0,3,0,0,48,0,3,0,0,0,9,0,2,2,0,1,0,3,1,2,0,0,1,1,0,0,8,1,0,0,3,5,1,120,0,0,9,1,2,4,0,3,3,0,0,63,0,1,41,3
specialized,10209,1680,3892,272,277,6,25,121,19,11,52,177,3,5,40,89,11,1,3144,1,2,11,2,9,0,5,3,1,19,33,0,12,53,36,0,0,0,7,2,2,3,2,5,1,2,27,4,3,3,0,0,4,0,6,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1,0,19,0,1,0,0,3,0,2,0,1,0,1,6,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,3,0,0,8,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
favourable,10197,969,3588,1274,174,542,196,73,34,33,46,1164,8,63,113,154,3,46,189,40,2,81,3,136,4,7,9,22,9,15,38,3,35,29,2,8,1,1,1,34,14,3,5,0,8,31,20,11,1,8,1,0,4,34,0,3,4,5,2,11,11,81,205,4,10,7,1,27,10,6,12,0,9,2,0,1,0,0,0,1,10,8,32,6,3,15,0,0,0,3,0,1,0,0,0,2,0,19,0,8,12,0,0,2,4,1,3,2,6,2,0,3,6,0,3,5,7,0,3,0,4,11,0,11,11,2,0,0,0,2,2,0,0,5,7,0,0,1,1,1,0,3,0,0,3,8,2,12,2,0,3,0,0,5,7,0,1,2,0,8,0,0,2,0,0,0,0,23,1,1,1,1,1,2,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,4,2,0,1,0,3,0,1,0,3,0,1,1,8,0,2,0,2,1,0,8,9,0,0,0,2,0,2,0,2,0,0,0,0,3,4,0,0,0,5,0,3,0,1,0,0,0,0,0,0,3,1,4,0,0,0,1,0,3,0,0,0,31,5,1,0,1,0,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,3,2,1,2,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,2,4,9,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,1,2,1,0,0,0
cooperative,10147,2260,2983,360,309,423,316,76,64,15,69,356,21,29,80,276,60,5,149,92,5,38,81,48,0,7,4,12,34,26,27,67,36,17,6,1,1,33,41,48,3,3,17,0,1,36,12,7,466,7,5,7,1,36,0,0,1,10,3,4,13,26,92,14,22,36,5,49,4,2,26,0,1,0,2,13,0,1,1,5,0,4,13,12,1,37,0,0,0,23,0,13,20,1,3,17,0,14,0,1,17,0,0,0,0,0,3,10,11,0,0,2,8,2,2,5,25,1,0,1,19,2,10,41,3,3,2,0,0,4,16,0,0,5,9,0,0,0,1,12,0,0,12,1,8,10,1,12,7,8,3,0,1,0,12,0,0,5,0,1,0,0,1,0,0,3,6,2,0,0,6,0,4,12,1,2,0,3,1,1,4,1,0,0,2,0,0,0,5,5,1,19,5,4,0,0,1,6,4,0,4,1,32,0,1,0,2,1,0,1,4,0,0,2,2,0,1,0,4,0,2,4,1,0,1,1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,7,0,1,0,1,5,0,1,1,3,0,3,9,34,0,2,0,4,0,0,0,0,1,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0
pale,10147,3022,310,57,993,123,656,493,231,188,229,52,175,49,267,261,23,199,2,42,43,47,43,20,18,21,55,121,56,60,9,8,24,254,9,258,33,95,8,6,3,3,71,0,35,114,19,18,0,0,22,2,17,26,5,5,11,11,11,1,4,2,51,25,89,9,13,6,2,5,10,3,8,0,17,3,1,4,0,18,0,0,14,29,4,79,2,0,1,10,0,0,20,6,1,0,3,3,2,8,2,5,0,9,0,7,14,1,1,4,0,3,2,0,4,4,11,1,0,2,2,0,1,0,0,4,0,0,1,6,60,0,1,18,2,0,0,0,5,1,2,4,1,1,0,2,0,14,1,1,12,0,16,0,20,0,0,2,2,6,3,0,6,7,0,0,0,1,1,0,1,0,5,0,3,1,1,7,26,1,4,0,6,3,4,0,1,0,6,25,3,0,1,0,4,0,10,0,1,2,0,0,2,0,0,0,12,3,0,13,0,3,3,15,2,0,1,9,22,0,3,0,15,2,1,0,0,0,0,12,23,47,0,1,2,0,1,0,12,1,0,8,5,0,1,3,4,3,0,1,1,1,1,26,0,7,10,0,0,0,1,0,1,1,3,0,0,6,7,0,0,0,2,3,0,0,0,11,11,0,0,3,2,4,5,2,0,0,0,2,5,0,0,0,7,1,0,1,3,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,6,3,0
collaborative,10143,1119,4018,349,139,75,76,18,151,17,35,62,14,44,22,127,40,3,1518,45,5,5,39,13,0,18,5,11,88,5,6,628,102,4,1,1,5,25,20,20,0,6,52,0,5,3,3,3,95,8,0,94,1,8,0,1,0,6,0,2,2,6,3,11,5,6,36,15,1,2,10,0,3,0,0,3,0,4,0,2,0,25,15,4,3,17,0,0,1,9,1,11,0,3,1,63,0,2,0,0,1,0,5,0,0,0,0,3,0,1,0,3,11,0,0,3,6,6,9,0,5,0,87,7,0,1,1,0,0,5,20,0,3,5,1,0,1,0,2,36,0,1,7,0,34,97,0,11,17,14,1,1,0,0,3,1,4,5,3,0,0,0,0,1,0,8,16,2,0,0,1,0,73,3,0,5,4,1,0,0,4,3,0,1,8,0,0,0,6,2,0,4,0,0,1,0,0,1,5,1,1,1,0,0,1,0,9,0,7,3,1,1,0,0,2,2,0,0,0,0,0,1,3,1,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,1,8,2,0,1,2,1,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,16,1,0,1,0,0,0,0,0,1,0,2,0,2,0,1,0,1,2,0,0,0,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
peculiar,10141,2501,882,1802,486,531,323,47,172,10,73,45,30,81,335,116,75,11,66,18,53,3,5,75,2,25,8,16,16,22,58,54,25,834,13,96,24,0,2,8,14,3,45,0,15,277,41,1,0,1,6,26,4,2,1,0,1,12,0,2,27,3,4,50,3,2,3,8,0,9,0,0,21,1,6,8,0,1,0,1,0,1,6,13,1,2,1,0,2,6,0,0,1,12,2,3,1,0,11,20,0,0,2,2,1,2,2,10,13,12,0,1,2,0,4,3,11,1,1,0,1,0,4,0,8,2,0,1,1,0,1,1,0,4,8,0,0,0,1,26,0,15,0,65,2,22,1,14,4,0,0,0,2,0,11,4,0,3,4,0,8,1,0,0,0,0,0,0,3,1,1,0,0,0,0,3,1,1,15,1,0,2,1,6,0,1,0,0,0,1,0,0,0,6,0,0,9,0,1,2,3,0,1,1,0,0,10,0,0,21,0,3,1,4,2,0,2,0,5,0,8,0,1,0,18,3,0,0,1,4,0,1,0,0,0,0,1,1,0,0,0,1,2,5,1,0,6,2,0,0,1,0,0,0,1,2,0,1,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,2,0,4,0,4,0,3,0,2,0,0,1,0,0,0,0,2,0,1,1,3,0,3,0,20,3,0,0,0,0,0,10,0,0,0,0,1,1,0,1,0,0,0,0
compliant,10140,221,1181,218,116,1320,174,89,17,3,15,151,15,133,10,26,11,37,94,69,19,24,162,8,2,75,76,47,5,11,3,12,16,5,13,1,4,11,91,32,6,4,6,0,126,5,9,39,3406,0,26,1,21,34,1,5,1,34,3,15,12,29,38,2,29,20,15,105,26,0,51,0,0,6,6,0,5,27,3,7,139,1,2,34,4,7,1,1,1,7,0,26,1,5,2,2,1,10,1,3,5,0,0,0,7,0,1,1,1,0,1,1,5,14,6,13,6,1,1,0,4,0,3,0,4,6,0,48,1,0,10,1,0,4,16,0,1,20,0,2,0,4,0,1,0,2,0,3,17,1,1,0,0,6,3,2,1,3,1,1,0,7,1,0,1,0,1,2,0,624,4,0,0,0,1,1,1,2,0,2,0,0,1,1,2,0,0,1,0,19,1,3,2,6,2,2,7,11,2,2,26,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,3,1,0,39,0,4,1,1,11,0,3,1,1,1,0,0,1,0,0,0,1,0,0,3,2,0,1,1,0,0,0,0,3,12,2,2,0,1,0,0,0,1,0,0,4,9,0,1,0,1,0,0,18,0,0,0,0,0,0,1,0,0,6,0,1,0,0,5,0,1,124,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,1,2,0,2,1,1,0
lack,10096,259,94,281,714,304,34,178,144,179,124,10,19,85,184,109,0,566,8,49,47,36,520,49,30,26,37,30,39,25,15,39,4,178,11,125,7,0,334,228,1,11,313,0,17,1060,30,9,1,4,1,31,4,28,1,23,11,15,46,1,21,2,48,50,31,16,7,71,103,26,4,0,9,0,34,3,1,16,0,0,0,10,1,57,36,3,5,0,4,18,1,3,22,332,0,2,463,0,0,18,2,2,2,7,0,8,2,4,6,41,0,31,5,0,11,8,3,0,0,0,3,0,13,0,22,29,0,5,3,1,1,5,3,3,4,9,0,3,2,0,1,4,0,4,12,1,0,13,67,0,0,1,15,0,1,2,3,10,17,10,7,24,16,30,0,0,5,1,3,0,12,0,0,0,18,33,0,0,0,0,2,1,0,66,0,0,1,0,1,4,0,2,2,3,9,3,2,0,4,4,0,1,3,7,0,0,67,4,0,50,6,4,6,4,0,0,0,8,26,1,0,1,0,3,29,1,0,0,0,39,72,3,0,5,3,0,0,0,0,3,0,0,0,3,0,0,6,7,2,2,1,1,4,5,0,48,1,2,0,0,4,1,0,0,0,1,1,21,0,0,0,14,0,0,0,0,2,0,0,1,0,0,14,1,6,0,9,0,0,4,504,25,0,3,9,1,0,12,1,0,1,2,0,5,1,2,0,0,0,5,1,0,0,2,0,217,1
inefficient,10081,1394,387,661,467,36,327,346,142,7,109,39,6,113,125,435,26,43,757,20,57,253,71,46,1,109,5,5,310,60,18,8,98,148,14,20,1,14,68,11,14,13,227,0,145,66,34,3,3,20,1,22,9,19,0,7,15,66,2,1,21,7,70,36,29,16,1,84,22,0,1,0,7,0,36,0,0,1,0,3,10,89,7,13,27,5,0,0,1,51,1,24,219,26,2,3,8,2,5,18,0,1,113,0,27,0,2,11,1,5,0,15,11,1,27,4,19,0,1,0,6,252,154,0,4,6,0,8,0,4,3,0,20,26,1,0,0,0,37,3,0,5,1,16,10,10,0,10,12,0,0,0,1,2,10,0,2,5,213,16,8,0,5,18,1,0,2,7,12,0,11,3,1,22,7,8,7,3,9,1,0,25,0,4,2,0,3,0,5,6,0,0,0,0,1,0,9,0,7,12,1,0,1,0,0,0,0,3,0,6,0,3,0,4,9,0,0,180,2,3,0,0,0,1,2,0,2,0,1,1,2,1,0,0,1,0,0,13,1,47,10,1,0,1,0,1,5,15,6,7,0,3,2,0,0,2,8,1,0,0,11,0,0,0,1,0,0,8,2,0,3,1,0,0,0,3,1,4,0,2,0,0,3,0,2,1,0,0,0,0,2,3,0,5,4,0,0,4,15,1,1,3,0,1,1,0,9,0,1,0,0,2,2,1,1,94,0
caring,10080,3296,1845,1228,600,396,71,36,265,63,12,175,17,51,24,227,14,18,28,80,10,0,2,24,0,33,4,27,98,2,13,179,0,6,1,1,2,24,7,0,7,7,0,0,0,5,10,17,2,0,1,221,5,2,0,0,0,20,2,0,21,0,6,8,2,7,6,1,0,3,16,0,1,0,1,28,0,15,0,2,7,1,40,14,0,5,70,0,0,17,0,16,1,3,0,224,0,1,2,3,0,0,0,4,0,0,0,0,5,2,0,8,0,0,1,7,13,1,0,2,18,0,2,12,6,0,0,0,0,6,13,5,0,1,0,0,0,0,0,33,0,26,1,2,2,6,2,3,0,3,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,4,2,0,2,0,1,0,0,0,5,4,0,0,1,0,9,13,2,0,0,3,0,0,0,0,0,6,0,0,4,2,0,1,0,1,0,0,0,1,0,1,0,1,52,11,0,1,0,0,0,1,3,2,0,0,0,0,3,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,0,0,3,1,0,4,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
cartisan,10074,457,1137,583,260,661,293,393,20,63,28,580,43,9,30,136,8,6,1221,18,27,2,69,63,1,15,8,18,21,15,12,6,273,14,4,5,2,6,52,44,2,1,62,0,14,21,26,10,7,10,3,167,1,74,2,1,0,10,9,218,15,37,3,8,7,7,4,105,2,4,155,0,8,2,13,2,0,0,0,1,0,9,9,10,120,14,5,0,0,3,1,0,8,11,1,2,0,0,0,7,4,0,26,0,0,1,1,7,8,2,0,69,22,1,4,6,9,3,0,1,2,0,22,0,7,1,0,2,0,2,2,2,1,7,5,0,1,0,13,0,0,1,375,1,7,3,1,16,26,112,3,1,0,0,2,3,68,18,16,0,1,1,1,3,0,1,5,21,1,1,1,0,104,1,6,3,7,3,1,0,10,1,0,1,7,0,0,1,3,1,0,3,2,0,2,0,27,0,2,2,136,0,2,0,1,0,21,4,161,45,1,0,2,11,5,0,2,3,2,0,0,0,0,0,0,6,0,0,0,3,3,0,0,1,1,0,105,12,2,2,0,53,0,4,0,0,2,3,0,0,4,0,1,2,0,5,7,5,0,0,0,67,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,7,11,2,2,0,0,5,0,203,11,8,0,175,8,1,1,0,10,5,0,0,1,0,5,1,1,2,1,0,0,2,0,0,0,0,0,0
inventive,10068,706,1641,2122,261,103,439,35,189,18,103,123,21,41,143,94,29,10,320,90,6,5,3,177,0,5,0,8,178,34,30,138,81,63,3,6,4,22,11,3,18,0,33,0,4,16,65,2,0,3,1,16,2,1,1,0,1,33,0,1,1,16,3,12,3,41,57,1,0,3,9,0,12,0,2,4,0,5,0,6,0,45,17,5,2,15,3,0,7,68,0,0,21,5,0,28,10,3,2,10,2,0,547,1,1,2,1,1,1,0,0,2,8,5,0,89,44,0,0,0,65,0,0,0,0,0,0,18,171,6,8,1,2,14,8,0,0,0,9,248,0,1,6,4,2,19,0,37,9,0,0,0,2,2,6,1,0,8,2,0,0,0,0,0,0,0,0,1,0,2,0,0,3,14,2,5,25,0,3,1,0,10,4,0,16,0,0,0,6,1,0,4,0,1,0,7,1,0,0,0,0,15,0,4,3,2,3,6,21,2,5,3,0,14,1,0,2,2,2,0,1,0,16,38,0,5,0,5,4,1,1,0,0,0,2,0,2,2,4,2,0,0,0,5,0,1,10,3,12,35,0,1,0,0,0,3,6,0,0,0,0,0,0,1,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,21,1,0,0,1,0,0,0,16,0,1,10,0,0,0,0,1,43,0,25,0,0,1,355,0,0,0,2,0,0
